Wohnort;Wohnort-Name;Arbeitsort;Arbeitsort-Name;Insgesamt;Männer;Frauen;Deutsche;"Ausländer + Sonstige";Auszubildende;
;;14511;Chemnitz, Stadt;17;12;5;17;-;*;
;;14522;Mittelsachsen;10;7;3;10;-;*;
;;14524;Zwickau;27;*;*;*;*;*;
;;14612;Dresden, Stadt;62;34;28;*;*;3;
;;14713;Leipzig, Stadt;73;50;23;*;*;*;
;;14729;Leipzig;12;*;*;12;-;-;
;;14730;Nordsachsen;12;*;*;12;-;*;
;;140;Übrige Kreise (Regierungsbezirk);32;24;8;29;3;*;
;;140;Sachsen;245;172;73;239;6;11;
;;14;Sachsen;245;172;73;239;6;11;
;;15002;Halle (Saale), Stadt;25;14;11;25;-;-;
;;15003;Magdeburg, Landeshauptstadt;21;12;9;18;3;*;
;;15082;Anhalt-Bitterfeld;11;8;3;11;-;-;
;;15084;Burgenlandkreis;15;5;10;15;-;*;
;;15087;Mansfeld-Südharz;27;27;-;*;*;*;
;;15088;Saalekreis;24;24;-;*;*;-;
;;150;Übrige Kreise (Regierungsbezirk);23;15;8;*;*;-;
;;150;Sachsen-Anhalt;146;105;41;139;7;3;
;;15;Sachsen-Anhalt;146;105;41;139;7;3;
;;16051;Erfurt, Stadt;888;441;447;865;23;28;
;;16052;Gera, Stadt;21;10;11;21;-;*;
;;16053;Jena, Stadt;84;40;44;*;*;6;
;;16054;Suhl, Stadt;162;80;82;*;*;4;
;;16055;Weimar, Stadt;24;14;10;*;*;-;
;;16056;Eisenach, Stadt;8,012;4,033;3,979;7,867;145;281;
;;16061;Eichsfeld;109;68;41;109;-;*;
;;16062;Nordhausen;18;11;7;18;-;-;
;;16064;Unstrut-Hainich-Kreis;569;246;323;561;8;17;
;;16065;Kyffhäuserkreis;21;*;*;21;-;-;
;;16066;Schmalkalden-Meiningen;2,051;1,059;992;1,979;72;65;
;;16067;Gotha;1,536;800;736;1,497;39;64;
;;16068;Sömmerda;23;15;8;23;-;*;
;;16069;Hildburghausen;44;31;13;44;-;*;
;;16070;Ilm-Kreis;154;98;56;145;9;*;
;;16071;Weimarer Land;32;27;5;32;-;*;
;;16072;Sonneberg;12;3;9;*;*;-;
;;16073;Saalfeld-Rudolstadt;11;*;*;11;-;*;
;;16074;Saale-Holzland-Kreis;14;10;4;14;-;*;
;;16076;Greiz;10;*;*;10;-;-;
;;160;Übrige Kreise (Regierungsbezirk);12;*;*;12;-;-;
;;160;Thüringen;13,807;7,034;6,773;13,505;302;474;
;;16;Thüringen;13,807;7,034;6,773;13,505;302;474;
;;ZZ;Auspendler in das Bundesgebiet;25,673;14,474;11,199;25,086;587;800;
;;Z;Auspendler insgesamt;25,673;14,474;11,199;25,086;587;800;
16064;Unstrut-Hainich-Kreis;;;;;;;;;
;;010;Schleswig-Holstein;40;35;5;40;-;4;
;;01;Schleswig-Holstein;40;35;5;40;-;4;
;;02000;Hamburg, Freie und Hansestadt;68;40;28;58;10;3;
;;020;Hamburg;68;40;28;58;10;3;
;;02;Hamburg;68;40;28;58;10;3;
;;03101;Braunschweig, Stadt;12;*;*;12;-;-;
;;03103;Wolfsburg, Stadt;13;13;-;13;-;*;
;;03155;Northeim;42;37;5;42;-;*;
;;03159;Göttingen;226;138;88;222;4;5;
;;031;Übrige Kreise (Regierungsbezirk);20;13;7;20;-;*;
;;031;Statistische Region Braunschweig;313;212;101;309;4;8;
;;03241;Region Hannover;65;49;16;*;*;*;
;;03254;Hildesheim;20;16;4;*;*;-;
;;032;Übrige Kreise (Regierungsbezirk);19;16;3;19;-;*;
;;032;Statistische Region Hannover;104;81;23;101;3;3;
;;03351;Celle;17;17;-;17;-;-;
;;033;Übrige Kreise (Regierungsbezirk);28;22;6;*;*;-;
;;033;Statistische Region Lüneburg;45;39;6;*;*;-;
;;03454;Emsland;12;12;-;12;-;-;
;;034;Übrige Kreise (Regierungsbezirk);45;36;9;*;*;-;
;;034;Statistische Region Weser-Ems;57;48;9;*;*;-;
;;03;Niedersachsen;519;380;139;509;10;11;
;;04011;Bremen, Stadt;23;20;3;23;-;-;
;;040;Bremen;23;20;3;23;-;-;
;;04;Bremen;23;20;3;23;-;-;
;;05111;Düsseldorf, Stadt;22;17;5;*;*;-;
;;05113;Essen, Stadt;14;10;4;*;*;*;
;;05154;Kleve;10;7;3;*;*;-;
;;05158;Mettmann;12;*;*;12;-;*;
;;051;Übrige Kreise (Regierungsbezirk);46;39;7;*;*;-;
;;051;Reg.-Bez. Düsseldorf;104;83;21;98;6;*;
;;05314;Bonn, Stadt;12;8;4;*;*;-;
;;05315;Köln, Stadt;26;20;6;*;*;-;
;;05334;Städteregion Aachen;11;*;*;11;-;-;
;;05374;Oberbergischer Kreis;10;6;4;*;*;-;
;;05382;Rhein-Sieg-Kreis;10;*;*;7;3;*;
;;053;Übrige Kreise (Regierungsbezirk);20;13;7;20;-;-;
;;053;Reg.-Bez. Köln;89;66;23;81;8;*;
;;05566;Steinfurt;12;*;*;*;*;-;
;;055;Übrige Kreise (Regierungsbezirk);35;26;9;*;*;-;
;;055;Reg.-Bez. Münster;47;37;10;43;4;-;
;;05754;Gütersloh;15;15;-;15;-;-;
;;05774;Paderborn;16;*;*;16;-;-;
;;057;Übrige Kreise (Regierungsbezirk);27;*;*;*;*;*;
;;057;Reg.-Bez. Detmold;58;55;3;*;*;*;
;;05958;Hochsauerlandkreis;30;17;13;*;*;*;
;;059;Übrige Kreise (Regierungsbezirk);33;*;*;30;3;*;
;;059;Reg.-Bez. Arnsberg;63;49;14;58;5;3;
;;05;Nordrhein-Westfalen;361;290;71;337;24;7;
;;06411;Darmstadt, Wissenschaftsstadt;15;*;*;15;-;-;
;;06412;Frankfurt am Main, Stadt;149;113;36;141;8;3;
;;06413;Offenbach am Main, Stadt;14;7;7;11;3;*;
;;06414;Wiesbaden, Landeshauptstadt;23;18;5;*;*;-;
;;06433;Groß-Gerau;34;15;19;34;-;-;
;;06434;Hochtaunuskreis;26;19;7;26;-;*;
;;06435;Main-Kinzig-Kreis;42;25;17;42;-;*;
;;06436;Main-Taunus-Kreis;14;10;4;*;*;-;
;;06438;Offenbach;25;*;*;*;*;*;
;;06440;Wetteraukreis;29;26;3;29;-;*;
;;064;Übrige Kreise (Regierungsbezirk);17;*;*;14;3;-;
;;064;Reg.-Bez. Darmstadt;388;286;102;371;17;8;
;;06531;Gießen;21;15;6;21;-;-;
;;06534;Marburg-Biedenkopf;14;10;4;14;-;-;
;;06535;Vogelsbergkreis;26;*;*;26;-;-;
;;065;Übrige Kreise (Regierungsbezirk);11;*;*;*;*;-;
;;065;Reg.-Bez. Gießen;72;58;14;*;*;-;
;;06611;Kassel, documenta-Stadt;124;99;25;121;3;*;
;;06631;Fulda;59;52;7;*;*;*;
;;06632;Hersfeld-Rotenburg;126;115;11;120;6;-;
;;06633;Kassel;73;65;8;73;-;*;
;;06634;Schwalm-Eder-Kreis;51;41;10;*;*;-;
;;06635;Waldeck-Frankenberg;18;*;*;18;-;-;
;;06636;Werra-Meißner-Kreis;622;338;284;619;3;7;
;;066;Reg.-Bez. Kassel;1,073;726;347;1,058;15;12;
;;06;Hessen;1,533;1,070;463;1,499;34;20;
;;07133;Bad Kreuznach;31;27;4;31;-;4;
;;07315;Mainz, kreisfreie Stadt;11;*;*;*;*;-;
;;070;Übrige Kreise (Regierungsbezirk);77;64;13;68;9;3;
;;070;Rheinland-Pfalz;119;100;19;109;10;7;
;;07;Rheinland-Pfalz;119;100;19;109;10;7;
;;08111;Stuttgart, Landeshauptstadt;12;8;4;12;-;-;
;;08115;Böblingen;10;*;*;*;*;-;
;;08116;Esslingen;16;16;-;16;-;-;
;;08117;Göppingen;10;7;3;10;-;-;
;;08118;Ludwigsburg;20;*;*;*;*;-;
;;08121;Heilbronn, Stadt;10;*;*;10;-;-;
;;08127;Schwäbisch Hall;20;*;*;20;-;-;
;;081;Übrige Kreise (Regierungsbezirk);32;28;4;32;-;-;
;;081;Reg.-Bez. Stuttgart;130;114;16;*;*;-;
;;08215;Karlsruhe;22;*;*;22;-;-;
;;08222;Mannheim, Universitätsstadt;23;23;-;23;-;-;
;;08226;Rhein-Neckar-Kreis;13;*;*;13;-;-;
;;082;Übrige Kreise (Regierungsbezirk);24;21;3;24;-;-;
;;082;Reg.-Bez. Karlsruhe;82;76;6;82;-;-;
;;083;Reg.-Bez. Freiburg;33;27;6;30;3;-;
;;08415;Reutlingen;27;23;4;27;-;-;
;;084;Übrige Kreise (Regierungsbezirk);23;20;3;19;4;-;
;;084;Reg.-Bez. Tübingen;50;43;7;46;4;-;
;;08;Baden-Württemberg;295;260;35;286;9;-;
;;09161;Ingolstadt, Stadt;23;18;5;*;*;-;
;;09162;München, Landeshauptstadt;59;50;9;56;3;-;
;;09163;Rosenheim, Stadt;12;12;-;12;-;-;
;;09184;München;31;24;7;31;-;*;
;;091;Übrige Kreise (Regierungsbezirk);63;57;6;*;*;-;
;;091;Oberbayern;188;161;27;182;6;*;
;;092;Niederbayern;21;18;3;16;5;-;
;;09373;Neumarkt i.d.OPf.;11;*;*;11;-;-;
;;09374;Neustadt a.d.Waldnaab;12;12;-;*;*;-;
;;093;Übrige Kreise (Regierungsbezirk);24;20;4;*;*;*;
;;093;Oberpfalz;47;42;5;44;3;*;
;;09473;Coburg;10;6;4;10;-;-;
;;094;Übrige Kreise (Regierungsbezirk);41;35;6;*;*;*;
;;094;Oberfranken;51;41;10;*;*;*;
;;09562;Erlangen, Stadt;15;*;*;15;-;-;
;;09564;Nürnberg, Stadt;32;28;4;*;*;-;
;;095;Übrige Kreise (Regierungsbezirk);17;17;-;17;-;-;
;;095;Mittelfranken;64;58;6;*;*;-;
;;09671;Aschaffenburg;11;*;*;*;*;-;
;;09673;Rhön-Grabfeld;22;*;*;*;*;-;
;;096;Übrige Kreise (Regierungsbezirk);46;37;9;*;*;3;
;;096;Unterfranken;79;67;12;76;3;3;
;;09773;Dillingen a.d.Donau;10;10;-;10;-;-;
;;097;Übrige Kreise (Regierungsbezirk);34;31;3;*;*;-;
;;097;Schwaben;44;41;3;*;*;-;
;;09;Bayern;494;428;66;473;21;7;
;;100;Saarland;15;*;*;*;*;*;
;;10;Saarland;15;*;*;*;*;*;
;;11000;Berlin, Stadt;118;76;42;111;7;-;
;;110;Berlin;118;76;42;111;7;-;
;;11;Berlin;118;76;42;111;7;-;
;;12054;Potsdam, Stadt;15;7;8;15;-;*;
;;12072;Teltow-Fläming;11;*;*;11;-;*;
;;120;Übrige Kreise (Regierungsbezirk);52;33;19;48;4;4;
;;120;Brandenburg;78;49;29;74;4;6;
;;12;Brandenburg;78;49;29;74;4;6;
;;130;Mecklenburg-Vorpommern;22;12;10;*;*;-;
;;13;Mecklenburg-Vorpommern;22;12;10;*;*;-;
;;14511;Chemnitz, Stadt;27;24;3;*;*;-;
;;14522;Mittelsachsen;11;*;*;*;*;*;
;;14523;Vogtlandkreis;10;*;*;*;*;*;
;;14524;Zwickau;21;11;10;*;*;-;
;;14612;Dresden, Stadt;59;35;24;59;-;3;
;;14625;Bautzen;11;*;*;11;-;-;
;;14713;Leipzig, Stadt;113;79;34;110;3;6;
;;14729;Leipzig;15;12;3;*;*;-;
;;14730;Nordsachsen;12;12;-;12;-;-;
;;140;Übrige Kreise (Regierungsbezirk);24;20;4;*;*;*;
;;140;Sachsen;303;220;83;292;11;12;
;;14;Sachsen;303;220;83;292;11;12;
;;15002;Halle (Saale), Stadt;42;25;17;*;*;-;
;;15003;Magdeburg, Landeshauptstadt;21;14;7;17;4;-;
;;15082;Anhalt-Bitterfeld;14;*;*;14;-;*;
;;15085;Harz;21;*;*;*;*;-;
;;15087;Mansfeld-Südharz;49;44;5;49;-;*;
;;15088;Saalekreis;19;15;4;19;-;-;
;;150;Übrige Kreise (Regierungsbezirk);28;22;6;28;-;-;
;;150;Sachsen-Anhalt;194;152;42;187;7;3;
;;15;Sachsen-Anhalt;194;152;42;187;7;3;
;;16051;Erfurt, Stadt;2,353;1,244;1,109;2,280;73;69;
;;16052;Gera, Stadt;16;7;9;*;*;-;
;;16053;Jena, Stadt;105;63;42;100;5;6;
;;16054;Suhl, Stadt;51;19;32;*;*;*;
;;16055;Weimar, Stadt;62;33;29;*;*;*;
;;16056;Eisenach, Stadt;1,161;707;454;*;*;15;
;;16061;Eichsfeld;2,323;1,454;869;2,292;31;84;
;;16062;Nordhausen;235;132;103;232;3;8;
;;16063;Wartburgkreis;807;548;259;801;6;19;
;;16065;Kyffhäuserkreis;371;217;154;363;8;17;
;;16066;Schmalkalden-Meiningen;95;26;69;91;4;-;
;;16067;Gotha;1,586;929;657;1,547;39;53;
;;16068;Sömmerda;534;354;180;526;8;17;
;;16069;Hildburghausen;11;*;*;*;*;-;
;;16070;Ilm-Kreis;150;116;34;*;*;5;
;;16071;Weimarer Land;46;37;9;*;*;*;
;;16073;Saalfeld-Rudolstadt;18;12;6;18;-;3;
;;16074;Saale-Holzland-Kreis;14;11;3;14;-;*;
;;16075;Saale-Orla-Kreis;15;6;9;*;*;*;
;;16076;Greiz;14;10;4;14;-;-;
;;160;Übrige Kreise (Regierungsbezirk);6;3;3;6;-;-;
;;160;Thüringen;9,973;5,938;4,035;9,785;188;302;
;;16;Thüringen;9,973;5,938;4,035;9,785;188;302;
;;ZZ;Auspendler in das Bundesgebiet;14,155;9,083;5,072;13,818;337;383;
;;Z;Auspendler insgesamt;14,155;9,083;5,072;13,818;337;383;
16065;Kyffhäuserkreis;;;;;;;;;
;;01004;Neumünster, Stadt;15;*;*;15;-;-;
;;01054;Nordfriesland;13;*;*;13;-;-;
;;010;Übrige Kreise (Regierungsbezirk);31;20;11;*;*;-;
;;010;Schleswig-Holstein;59;45;14;*;*;-;
;;01;Schleswig-Holstein;59;45;14;*;*;-;
;;02000;Hamburg, Freie und Hansestadt;41;34;7;36;5;*;
;;020;Hamburg;41;34;7;36;5;*;
;;02;Hamburg;41;34;7;36;5;*;
;;03101;Braunschweig, Stadt;10;*;*;10;-;-;
;;03103;Wolfsburg, Stadt;10;*;*;10;-;-;
;;03155;Northeim;24;17;7;24;-;-;
;;03159;Göttingen;97;68;29;*;*;5;
;;031;Übrige Kreise (Regierungsbezirk);24;21;3;24;-;-;
;;031;Statistische Region Braunschweig;165;123;42;*;*;5;
;;03241;Region Hannover;110;101;9;110;-;*;
;;032;Übrige Kreise (Regierungsbezirk);19;*;*;*;*;-;
;;032;Statistische Region Hannover;129;119;10;*;*;*;
;;033;Statistische Region Lüneburg;33;30;3;*;*;*;
;;034;Statistische Region Weser-Ems;47;42;5;*;*;*;
;;03;Niedersachsen;374;314;60;369;5;10;
;;04011;Bremen, Stadt;17;*;*;17;-;*;
;;040;Übrige Kreise (Regierungsbezirk);*;*;*;*;*;-;
;;040;Bremen;18;*;*;18;-;*;
;;04;Bremen;18;*;*;18;-;*;
;;05111;Düsseldorf, Stadt;16;11;5;16;-;-;
;;05113;Essen, Stadt;19;*;*;19;-;-;
;;05158;Mettmann;10;*;*;10;-;-;
;;051;Übrige Kreise (Regierungsbezirk);31;*;*;28;3;-;
;;051;Reg.-Bez. Düsseldorf;76;68;8;73;3;-;
;;05315;Köln, Stadt;17;12;5;*;*;-;
;;053;Übrige Kreise (Regierungsbezirk);37;33;4;34;3;*;
;;053;Reg.-Bez. Köln;54;45;9;50;4;*;
;;055;Reg.-Bez. Münster;35;*;*;35;-;*;
;;05754;Gütersloh;19;*;*;19;-;-;
;;05770;Minden-Lübbecke;15;15;-;*;*;-;
;;05774;Paderborn;11;*;*;*;*;-;
;;057;Übrige Kreise (Regierungsbezirk);18;15;3;18;-;-;
;;057;Reg.-Bez. Detmold;63;57;6;*;*;-;
;;05913;Dortmund, Stadt;12;8;4;*;*;-;
;;05958;Hochsauerlandkreis;15;12;3;*;*;*;
;;05978;Unna;119;99;20;*;*;3;
;;059;Übrige Kreise (Regierungsbezirk);27;24;3;23;4;*;
;;059;Reg.-Bez. Arnsberg;173;143;30;165;8;5;
;;05;Nordrhein-Westfalen;401;347;54;384;17;8;
;;06411;Darmstadt, Wissenschaftsstadt;10;*;*;10;-;-;
;;06412;Frankfurt am Main, Stadt;63;46;17;*;*;-;
;;06432;Darmstadt-Dieburg;11;7;4;11;-;-;
;;06434;Hochtaunuskreis;10;5;5;10;-;-;
;;06435;Main-Kinzig-Kreis;25;*;*;25;-;-;
;;06436;Main-Taunus-Kreis;10;*;*;*;*;-;
;;06438;Offenbach;29;25;4;*;*;*;
;;06440;Wetteraukreis;12;*;*;12;-;-;
;;064;Übrige Kreise (Regierungsbezirk);25;*;*;*;*;*;
;;064;Reg.-Bez. Darmstadt;195;157;38;190;5;*;
;;065;Reg.-Bez. Gießen;13;*;*;13;-;*;
;;06611;Kassel, documenta-Stadt;35;31;4;35;-;*;
;;06631;Fulda;32;*;*;*;*;*;
;;06632;Hersfeld-Rotenburg;34;*;*;34;-;-;
;;06633;Kassel;15;*;*;15;-;*;
;;06634;Schwalm-Eder-Kreis;22;18;4;*;*;-;
;;06636;Werra-Meißner-Kreis;11;8;3;11;-;-;
;;066;Übrige Kreise (Regierungsbezirk);4;*;*;4;-;*;
;;066;Reg.-Bez. Kassel;153;134;19;*;*;5;
;;06;Hessen;361;303;58;354;7;8;
;;07111;Koblenz, kreisfreie Stadt;13;9;4;13;-;-;
;;070;Übrige Kreise (Regierungsbezirk);65;62;3;65;-;-;
;;070;Rheinland-Pfalz;78;71;7;78;-;-;
;;07;Rheinland-Pfalz;78;71;7;78;-;-;
;;08111;Stuttgart, Landeshauptstadt;30;27;3;*;*;*;
;;08115;Böblingen;13;5;8;13;-;*;
;;08116;Esslingen;16;*;*;16;-;-;
;;08118;Ludwigsburg;13;13;-;13;-;-;
;;081;Übrige Kreise (Regierungsbezirk);42;37;5;*;*;-;
;;081;Reg.-Bez. Stuttgart;114;96;18;111;3;*;
;;08215;Karlsruhe;22;*;*;22;-;-;
;;08226;Rhein-Neckar-Kreis;14;*;*;14;-;*;
;;082;Übrige Kreise (Regierungsbezirk);31;25;6;31;-;*;
;;082;Reg.-Bez. Karlsruhe;67;58;9;67;-;*;
;;083;Reg.-Bez. Freiburg;25;18;7;25;-;*;
;;084;Reg.-Bez. Tübingen;26;20;6;*;*;-;
;;08;Baden-Württemberg;232;192;40;228;4;5;
;;09162;München, Landeshauptstadt;40;28;12;*;*;*;
;;09184;München;21;17;4;*;*;-;
;;091;Übrige Kreise (Regierungsbezirk);63;50;13;*;*;-;
;;091;Oberbayern;124;95;29;118;6;*;
;;092;Niederbayern;14;14;-;14;-;-;
;;093;Oberpfalz;40;37;3;*;*;*;
;;094;Oberfranken;17;*;*;14;3;-;
;;09564;Nürnberg, Stadt;26;19;7;26;-;-;
;;09573;Fürth;16;11;5;16;-;*;
;;095;Übrige Kreise (Regierungsbezirk);27;24;3;27;-;-;
;;095;Mittelfranken;69;54;15;69;-;*;
;;09677;Main-Spessart;11;11;-;11;-;-;
;;096;Übrige Kreise (Regierungsbezirk);40;36;4;*;*;*;
;;096;Unterfranken;51;47;4;*;*;*;
;;097;Schwaben;33;*;*;*;*;-;
;;09;Bayern;348;293;55;334;14;5;
;;100;Saarland;13;*;*;13;-;-;
;;10;Saarland;13;*;*;13;-;-;
;;11000;Berlin, Stadt;100;60;40;97;3;17;
;;110;Berlin;100;60;40;97;3;17;
;;11;Berlin;100;60;40;97;3;17;
;;120;Brandenburg;41;33;8;41;-;-;
;;12;Brandenburg;41;33;8;41;-;-;
;;130;Mecklenburg-Vorpommern;26;*;*;26;-;-;
;;13;Mecklenburg-Vorpommern;26;*;*;26;-;-;
;;14511;Chemnitz, Stadt;12;8;4;12;-;-;
;;14522;Mittelsachsen;20;12;8;20;-;-;
;;14524;Zwickau;25;*;*;25;-;-;
;;14612;Dresden, Stadt;74;49;25;74;-;8;
;;14713;Leipzig, Stadt;122;94;28;122;-;4;
;;14729;Leipzig;24;17;7;24;-;-;
;;14730;Nordsachsen;14;11;3;14;-;-;
;;140;Übrige Kreise (Regierungsbezirk);30;22;8;*;*;*;
;;140;Sachsen;321;237;84;*;*;13;
;;14;Sachsen;321;237;84;*;*;13;
;;15002;Halle (Saale), Stadt;144;59;85;144;-;*;
;;15003;Magdeburg, Landeshauptstadt;27;14;13;27;-;*;
;;15082;Anhalt-Bitterfeld;15;9;6;15;-;*;
;;15083;Börde;18;14;4;18;-;*;
;;15084;Burgenlandkreis;320;188;132;315;5;4;
;;15085;Harz;27;18;9;*;*;*;
;;15087;Mansfeld-Südharz;1,149;598;551;1,134;15;35;
;;15088;Saalekreis;328;184;144;325;3;13;
;;15089;Salzlandkreis;20;11;9;20;-;-;
;;150;Übrige Kreise (Regierungsbezirk);22;18;4;22;-;-;
;;150;Sachsen-Anhalt;2,070;1,113;957;2,046;24;60;
;;15;Sachsen-Anhalt;2,070;1,113;957;2,046;24;60;
;;16051;Erfurt, Stadt;1,561;804;757;1,508;53;49;
;;16052;Gera, Stadt;11;6;5;11;-;*;
;;16053;Jena, Stadt;68;33;35;68;-;3;
;;16055;Weimar, Stadt;122;78;44;*;*;6;
;;16056;Eisenach, Stadt;47;35;12;*;*;-;
;;16061;Eichsfeld;342;257;85;337;5;9;
;;16062;Nordhausen;1,635;993;642;1,595;40;71;
;;16063;Wartburgkreis;70;47;23;*;*;*;
;;16064;Unstrut-Hainich-Kreis;1,341;715;626;1,328;13;54;
;;16066;Schmalkalden-Meiningen;27;17;10;27;-;-;
;;16067;Gotha;163;120;43;*;*;10;
;;16068;Sömmerda;2,689;1,758;931;2,667;22;63;
;;16070;Ilm-Kreis;75;56;19;75;-;4;
;;16071;Weimarer Land;131;71;60;131;-;9;
;;16073;Saalfeld-Rudolstadt;14;11;3;*;*;*;
;;16074;Saale-Holzland-Kreis;14;10;4;14;-;-;
;;16076;Greiz;10;6;4;10;-;-;
;;160;Übrige Kreise (Regierungsbezirk);22;17;5;22;-;*;
;;160;Thüringen;8,342;5,034;3,308;8,202;140;284;
;;16;Thüringen;8,342;5,034;3,308;8,202;140;284;
;;ZZ;Auspendler in das Bundesgebiet;12,825;8,129;4,696;12,603;222;412;
;;Z;Auspendler insgesamt;12,825;8,129;4,696;12,603;222;412;
16066;Schmalkalden-Meiningen;;;;;;;;;
;;01062;Stormarn;13;13;-;13;-;-;
;;010;Übrige Kreise (Regierungsbezirk);22;15;7;*;*;-;
;;010;Schleswig-Holstein;35;28;7;*;*;-;
;;01;Schleswig-Holstein;35;28;7;*;*;-;
;;02000;Hamburg, Freie und Hansestadt;49;30;19;40;9;-;
;;020;Hamburg;49;30;19;40;9;-;
;;02;Hamburg;49;30;19;40;9;-;
;;03101;Braunschweig, Stadt;16;10;6;16;-;-;
;;03159;Göttingen;13;10;3;13;-;*;
;;031;Übrige Kreise (Regierungsbezirk);16;13;3;13;3;-;
;;031;Statistische Region Braunschweig;45;33;12;42;3;*;
;;03241;Region Hannover;26;22;4;26;-;*;
;;032;Übrige Kreise (Regierungsbezirk);11;*;*;11;-;-;
;;032;Statistische Region Hannover;37;31;6;37;-;*;
;;033;Statistische Region Lüneburg;20;*;*;*;*;-;
;;034;Statistische Region Weser-Ems;30;27;3;*;*;-;
;;03;Niedersachsen;132;109;23;126;6;*;
;;04011;Bremen, Stadt;10;7;3;*;*;*;
;;040;Übrige Kreise (Regierungsbezirk);*;*;*;*;*;-;
;;040;Bremen;12;8;4;*;*;*;
;;04;Bremen;12;8;4;*;*;*;
;;05111;Düsseldorf, Stadt;23;17;6;20;3;-;
;;051;Übrige Kreise (Regierungsbezirk);58;44;14;51;7;-;
;;051;Reg.-Bez. Düsseldorf;81;61;20;71;10;-;
;;05315;Köln, Stadt;31;26;5;*;*;-;
;;05362;Rhein-Erft-Kreis;10;*;*;*;*;-;
;;05382;Rhein-Sieg-Kreis;12;9;3;12;-;-;
;;053;Übrige Kreise (Regierungsbezirk);29;17;12;*;*;*;
;;053;Reg.-Bez. Köln;82;60;22;77;5;*;
;;055;Reg.-Bez. Münster;28;24;4;25;3;-;
;;05754;Gütersloh;11;*;*;*;*;-;
;;05758;Herford;15;15;-;15;-;-;
;;05770;Minden-Lübbecke;14;*;*;14;-;-;
;;057;Übrige Kreise (Regierungsbezirk);17;11;6;*;*;-;
;;057;Reg.-Bez. Detmold;57;49;8;54;3;-;
;;05913;Dortmund, Stadt;16;7;9;16;-;-;
;;05962;Märkischer Kreis;58;50;8;54;4;-;
;;05970;Siegen-Wittgenstein;11;11;-;11;-;-;
;;05978;Unna;13;9;4;10;3;-;
;;059;Übrige Kreise (Regierungsbezirk);24;19;5;*;*;-;
;;059;Reg.-Bez. Arnsberg;122;96;26;113;9;-;
;;05;Nordrhein-Westfalen;370;290;80;340;30;*;
;;06411;Darmstadt, Wissenschaftsstadt;23;19;4;*;*;-;
;;06412;Frankfurt am Main, Stadt;135;80;55;132;3;6;
;;06414;Wiesbaden, Landeshauptstadt;22;15;7;*;*;-;
;;06431;Bergstraße;16;*;*;16;-;-;
;;06432;Darmstadt-Dieburg;19;*;*;19;-;-;
;;06433;Groß-Gerau;29;24;5;*;*;*;
;;06434;Hochtaunuskreis;22;14;8;*;*;-;
;;06435;Main-Kinzig-Kreis;79;65;14;*;*;*;
;;06436;Main-Taunus-Kreis;17;13;4;17;-;-;
;;06438;Offenbach;40;32;8;*;*;-;
;;06440;Wetteraukreis;19;15;4;19;-;-;
;;064;Übrige Kreise (Regierungsbezirk);8;5;3;*;*;-;
;;064;Reg.-Bez. Darmstadt;429;314;115;416;13;8;
;;06532;Lahn-Dill-Kreis;13;*;*;13;-;-;
;;06535;Vogelsbergkreis;22;*;*;*;*;-;
;;065;Übrige Kreise (Regierungsbezirk);16;13;3;*;*;-;
;;065;Reg.-Bez. Gießen;51;44;7;47;4;-;
;;06611;Kassel, documenta-Stadt;66;26;40;*;*;-;
;;06631;Fulda;1,107;736;371;1,103;4;37;
;;06632;Hersfeld-Rotenburg;147;123;24;*;*;6;
;;06633;Kassel;11;*;*;*;*;-;
;;066;Übrige Kreise (Regierungsbezirk);19;15;4;*;*;*;
;;066;Reg.-Bez. Kassel;1,350;910;440;1,341;9;44;
;;06;Hessen;1,830;1,268;562;1,804;26;52;
;;070;Rheinland-Pfalz;66;47;19;63;3;5;
;;07;Rheinland-Pfalz;66;47;19;63;3;5;
;;08111;Stuttgart, Landeshauptstadt;46;36;10;41;5;*;
;;08115;Böblingen;13;*;*;*;*;-;
;;08116;Esslingen;21;*;*;21;-;-;
;;08118;Ludwigsburg;23;18;5;*;*;-;
;;08119;Rems-Murr-Kreis;20;*;*;*;*;-;
;;08121;Heilbronn, Stadt;12;*;*;12;-;*;
;;08125;Heilbronn;25;19;6;25;-;-;
;;08126;Hohenlohekreis;13;*;*;13;-;-;
;;08128;Main-Tauber-Kreis;15;10;5;15;-;*;
;;081;Übrige Kreise (Regierungsbezirk);24;20;4;*;*;-;
;;081;Reg.-Bez. Stuttgart;212;176;36;203;9;4;
;;08215;Karlsruhe;14;7;7;14;-;-;
;;08221;Heidelberg, Stadt;18;6;12;15;3;*;
;;08222;Mannheim, Universitätsstadt;13;8;5;*;*;-;
;;08226;Rhein-Neckar-Kreis;13;*;*;*;*;-;
;;082;Übrige Kreise (Regierungsbezirk);33;27;6;*;*;*;
;;082;Reg.-Bez. Karlsruhe;91;60;31;83;8;*;
;;08317;Ortenaukreis;10;*;*;10;-;-;
;;083;Übrige Kreise (Regierungsbezirk);33;17;16;*;*;-;
;;083;Reg.-Bez. Freiburg;43;26;17;*;*;-;
;;08415;Reutlingen;12;*;*;*;*;*;
;;084;Übrige Kreise (Regierungsbezirk);44;37;7;41;3;*;
;;084;Reg.-Bez. Tübingen;56;48;8;52;4;4;
;;08;Baden-Württemberg;402;310;92;379;23;10;
