Wohnort;Wohnort-Name;Arbeitsort;Arbeitsort-Name;Insgesamt;Männer;Frauen;Deutsche;"Ausländer + Sonstige";Auszubildende;
;;094;Oberfranken;6,634;3,828;2,806;6,434;200;186;
;;09562;Erlangen, Stadt;15;12;3;15;-;-;
;;09563;Fürth, Stadt;11;8;3;*;*;-;
;;09564;Nürnberg, Stadt;62;49;13;56;6;4;
;;095;Übrige Kreise (Regierungsbezirk);24;21;3;*;*;-;
;;095;Mittelfranken;112;90;22;103;9;4;
;;09662;Schweinfurt, Stadt;30;17;13;*;*;-;
;;09663;Würzburg, Stadt;13;9;4;13;-;-;
;;09673;Rhön-Grabfeld;25;15;10;25;-;-;
;;09674;Haßberge;34;28;6;34;-;*;
;;096;Übrige Kreise (Regierungsbezirk);29;23;6;*;*;*;
;;096;Unterfranken;131;92;39;128;3;3;
;;097;Schwaben;22;*;*;*;*;-;
;;09;Bayern;7,069;4,167;2,902;6,833;236;198;
;;11000;Berlin, Stadt;30;15;15;*;*;-;
;;110;Berlin;30;15;15;*;*;-;
;;11;Berlin;30;15;15;*;*;-;
;;120;Brandenburg;14;7;7;*;*;-;
;;12;Brandenburg;14;7;7;*;*;-;
;;130;Mecklenburg-Vorpommern;15;12;3;*;*;-;
;;13;Mecklenburg-Vorpommern;15;12;3;*;*;-;
;;14523;Vogtlandkreis;18;14;4;*;*;-;
;;14612;Dresden, Stadt;12;5;7;12;-;*;
;;14713;Leipzig, Stadt;17;9;8;*;*;*;
;;140;Übrige Kreise (Regierungsbezirk);27;22;5;*;*;-;
;;140;Sachsen;74;50;24;69;5;4;
;;14;Sachsen;74;50;24;69;5;4;
;;150;Sachsen-Anhalt;18;13;5;*;*;-;
;;15;Sachsen-Anhalt;18;13;5;*;*;-;
;;16051;Erfurt, Stadt;203;113;90;*;*;4;
;;16053;Jena, Stadt;28;12;16;*;*;-;
;;16054;Suhl, Stadt;153;66;87;*;*;*;
;;16055;Weimar, Stadt;16;8;8;*;*;-;
;;16066;Schmalkalden-Meiningen;182;76;106;146;36;4;
;;16067;Gotha;22;16;6;22;-;*;
;;16069;Hildburghausen;445;246;199;437;8;20;
;;16070;Ilm-Kreis;173;114;59;169;4;3;
;;16073;Saalfeld-Rudolstadt;415;242;173;411;4;13;
;;16075;Saale-Orla-Kreis;12;*;*;12;-;*;
;;160;Übrige Kreise (Regierungsbezirk);54;40;14;45;9;*;
;;160;Thüringen;1,703;944;759;1,637;66;51;
;;16;Thüringen;1,703;944;759;1,637;66;51;
;;ZZ;Übrige Bundesländer;10;*;*;*;*;-;
;;ZZ;Auspendler in das Bundesgebiet;9,252;5,447;3,805;8,909;343;258;
;;Z;Auspendler insgesamt;9,252;5,447;3,805;8,909;343;258;
16073;Saalfeld-Rudolstadt;;;;;;;;;
;;010;Schleswig-Holstein;34;27;7;*;*;*;
;;01;Schleswig-Holstein;34;27;7;*;*;*;
;;02000;Hamburg, Freie und Hansestadt;26;15;11;26;-;-;
;;020;Hamburg;26;15;11;26;-;-;
;;02;Hamburg;26;15;11;26;-;-;
;;03103;Wolfsburg, Stadt;12;12;-;*;*;-;
;;031;Übrige Kreise (Regierungsbezirk);21;15;6;*;*;*;
;;031;Statistische Region Braunschweig;33;27;6;30;3;*;
;;03241;Region Hannover;30;24;6;27;3;-;
;;032;Übrige Kreise (Regierungsbezirk);9;*;*;5;4;-;
;;032;Statistische Region Hannover;39;32;7;32;7;-;
;;033;Statistische Region Lüneburg;10;*;*;10;-;*;
;;034;Statistische Region Weser-Ems;22;18;4;*;*;*;
;;03;Niedersachsen;104;86;18;93;11;4;
;;05111;Düsseldorf, Stadt;17;9;8;13;4;-;
;;05158;Mettmann;17;9;8;*;*;-;
;;051;Übrige Kreise (Regierungsbezirk);44;41;3;*;*;-;
;;051;Reg.-Bez. Düsseldorf;78;59;19;70;8;-;
;;05315;Köln, Stadt;28;17;11;25;3;-;
;;05374;Oberbergischer Kreis;10;*;*;10;-;-;
;;053;Übrige Kreise (Regierungsbezirk);22;15;7;*;*;-;
;;053;Reg.-Bez. Köln;60;40;20;55;5;-;
;;05554;Borken;11;*;*;*;*;-;
;;055;Übrige Kreise (Regierungsbezirk);11;*;*;11;-;3;
;;055;Reg.-Bez. Münster;22;19;3;*;*;3;
;;05758;Herford;13;*;*;*;*;-;
;;057;Übrige Kreise (Regierungsbezirk);19;*;*;*;*;-;
;;057;Reg.-Bez. Detmold;32;29;3;*;*;-;
;;059;Reg.-Bez. Arnsberg;36;31;5;32;4;-;
;;05;Nordrhein-Westfalen;228;178;50;207;21;3;
;;06411;Darmstadt, Wissenschaftsstadt;10;*;*;*;*;-;
;;06412;Frankfurt am Main, Stadt;65;49;16;60;5;*;
;;06414;Wiesbaden, Landeshauptstadt;22;15;7;22;-;*;
;;06433;Groß-Gerau;15;*;*;*;*;-;
;;06434;Hochtaunuskreis;15;12;3;12;3;*;
;;06435;Main-Kinzig-Kreis;12;12;-;12;-;-;
;;06438;Offenbach;18;15;3;18;-;-;
;;064;Übrige Kreise (Regierungsbezirk);30;26;4;27;3;-;
;;064;Reg.-Bez. Darmstadt;187;151;36;174;13;3;
;;065;Reg.-Bez. Gießen;21;21;-;*;*;-;
;;06611;Kassel, documenta-Stadt;13;10;3;*;*;-;
;;06631;Fulda;22;9;13;*;*;-;
;;06632;Hersfeld-Rotenburg;21;21;-;*;*;-;
;;066;Übrige Kreise (Regierungsbezirk);15;12;3;*;*;-;
;;066;Reg.-Bez. Kassel;71;52;19;65;6;-;
;;06;Hessen;279;224;55;259;20;3;
;;070;Rheinland-Pfalz;56;49;7;56;-;-;
;;07;Rheinland-Pfalz;56;49;7;56;-;-;
;;08111;Stuttgart, Landeshauptstadt;32;28;4;32;-;-;
;;08115;Böblingen;14;*;*;*;*;*;
;;08116;Esslingen;20;*;*;*;*;-;
;;08118;Ludwigsburg;17;14;3;*;*;-;
;;08119;Rems-Murr-Kreis;10;*;*;10;-;-;
;;08125;Heilbronn;14;11;3;14;-;-;
;;08128;Main-Tauber-Kreis;11;*;*;*;*;*;
;;081;Übrige Kreise (Regierungsbezirk);38;*;*;35;3;-;
;;081;Reg.-Bez. Stuttgart;156;137;19;149;7;*;
;;08215;Karlsruhe;15;10;5;15;-;-;
;;08222;Mannheim, Universitätsstadt;12;9;3;12;-;*;
;;08226;Rhein-Neckar-Kreis;10;*;*;*;*;-;
;;082;Übrige Kreise (Regierungsbezirk);29;24;5;*;*;-;
;;082;Reg.-Bez. Karlsruhe;66;52;14;63;3;*;
;;08317;Ortenaukreis;15;11;4;15;-;-;
;;08335;Konstanz;14;7;7;14;-;-;
;;083;Übrige Kreise (Regierungsbezirk);27;23;4;*;*;-;
;;083;Reg.-Bez. Freiburg;56;41;15;*;*;-;
;;08436;Ravensburg;19;16;3;19;-;-;
;;084;Übrige Kreise (Regierungsbezirk);29;20;9;*;*;-;
;;084;Reg.-Bez. Tübingen;48;36;12;*;*;-;
;;08;Baden-Württemberg;326;266;60;312;14;3;
;;09161;Ingolstadt, Stadt;14;11;3;14;-;-;
;;09162;München, Landeshauptstadt;115;88;27;110;5;-;
;;09175;Ebersberg;15;8;7;*;*;*;
;;09178;Freising;11;*;*;*;*;-;
;;09184;München;34;30;4;*;*;-;
;;09185;Neuburg-Schrobenhausen;18;18;-;18;-;*;
;;09186;Pfaffenhofen a.d.Ilm;11;*;*;*;*;*;
;;09187;Rosenheim;17;*;*;14;3;-;
;;091;Übrige Kreise (Regierungsbezirk);54;41;13;49;5;-;
;;091;Oberbayern;289;231;58;270;19;3;
;;092;Niederbayern;31;*;*;*;*;*;
;;09362;Regensburg, Stadt;15;10;5;*;*;-;
;;09373;Neumarkt i.d.OPf.;11;11;-;11;-;-;
;;093;Übrige Kreise (Regierungsbezirk);31;28;3;31;-;-;
;;093;Oberpfalz;57;49;8;*;*;-;
;;09461;Bamberg, Stadt;26;22;4;*;*;-;
;;09462;Bayreuth, Stadt;24;15;9;*;*;-;
;;09463;Coburg, Stadt;65;39;26;*;*;3;
;;09464;Hof, Stadt;16;9;7;*;*;3;
;;09471;Bamberg;25;*;*;25;-;-;
;;09472;Bayreuth;14;11;3;14;-;*;
;;09473;Coburg;60;42;18;57;3;*;
;;09474;Forchheim;12;*;*;*;*;-;
;;09475;Hof;53;36;17;*;*;-;
;;09476;Kronach;1,037;656;381;1,028;9;21;
;;09477;Kulmbach;26;23;3;26;-;-;
;;09478;Lichtenfels;47;34;13;47;-;*;
;;094;Übrige Kreise (Regierungsbezirk);*;*;*;*;*;-;
;;094;Oberfranken;1,406;921;485;1,387;19;30;
;;09562;Erlangen, Stadt;22;16;6;22;-;4;
;;09564;Nürnberg, Stadt;81;62;19;*;*;*;
;;09573;Fürth;11;*;*;11;-;-;
;;09574;Nürnberger Land;10;*;*;10;-;-;
;;09576;Roth;14;14;-;14;-;-;
;;095;Übrige Kreise (Regierungsbezirk);32;27;5;*;*;-;
;;095;Mittelfranken;170;136;34;167;3;5;
;;09661;Aschaffenburg, Stadt;12;12;-;*;*;-;
;;09663;Würzburg, Stadt;10;*;*;10;-;-;
;;09674;Haßberge;11;11;-;11;-;-;
;;09675;Kitzingen;10;*;*;10;-;-;
;;096;Übrige Kreise (Regierungsbezirk);58;51;7;55;3;*;
;;096;Unterfranken;101;91;10;97;4;*;
;;09775;Neu-Ulm;20;20;-;17;3;-;
;;097;Übrige Kreise (Regierungsbezirk);57;54;3;52;5;3;
;;097;Schwaben;77;74;3;69;8;3;
;;09;Bayern;2,131;1,531;600;2,076;55;44;
;;100;Saarland;15;12;3;12;3;*;
;;10;Saarland;15;12;3;12;3;*;
;;11000;Berlin, Stadt;137;89;48;124;13;*;
;;110;Berlin;137;89;48;124;13;*;
;;11;Berlin;137;89;48;124;13;*;
;;12072;Teltow-Fläming;10;10;-;*;*;-;
;;120;Übrige Kreise (Regierungsbezirk);56;43;13;53;3;*;
;;120;Brandenburg;66;53;13;62;4;*;
;;12;Brandenburg;66;53;13;62;4;*;
;;130;Mecklenburg-Vorpommern;31;18;13;*;*;-;
;;13;Mecklenburg-Vorpommern;31;18;13;*;*;-;
;;14511;Chemnitz, Stadt;21;12;9;*;*;*;
;;14521;Erzgebirgskreis;13;*;*;13;-;*;
;;14522;Mittelsachsen;30;24;6;*;*;-;
;;14523;Vogtlandkreis;27;20;7;27;-;*;
;;14524;Zwickau;83;39;44;80;3;5;
;;14612;Dresden, Stadt;68;34;34;68;-;9;
;;14625;Bautzen;18;10;8;18;-;-;
;;14627;Meißen;12;7;5;12;-;-;
;;14628;Sächs. Schweiz-Osterzgebirge;12;8;4;*;*;-;
;;14713;Leipzig, Stadt;113;66;47;*;*;4;
;;14729;Leipzig;19;14;5;19;-;-;
;;14730;Nordsachsen;12;*;*;*;*;-;
;;140;Übrige Kreise (Regierungsbezirk);5;*;*;5;-;-;
;;140;Sachsen;433;260;173;423;10;21;
;;14;Sachsen;433;260;173;423;10;21;
;;15002;Halle (Saale), Stadt;77;45;32;74;3;*;
;;15003;Magdeburg, Landeshauptstadt;17;8;9;17;-;*;
;;15083;Börde;40;18;22;*;*;-;
;;15084;Burgenlandkreis;14;7;7;14;-;-;
;;15086;Jerichower Land;10;*;*;10;-;-;
;;15088;Saalekreis;24;20;4;24;-;-;
;;15091;Wittenberg;12;*;*;12;-;-;
;;150;Übrige Kreise (Regierungsbezirk);14;*;*;14;-;-;
;;150;Sachsen-Anhalt;208;130;78;204;4;3;
;;15;Sachsen-Anhalt;208;130;78;204;4;3;
;;16051;Erfurt, Stadt;1,067;574;493;1,030;37;33;
;;16052;Gera, Stadt;167;68;99;163;4;4;
;;16053;Jena, Stadt;991;520;471;976;15;51;
;;16054;Suhl, Stadt;112;49;63;109;3;8;
;;16055;Weimar, Stadt;242;113;129;236;6;5;
;;16056;Eisenach, Stadt;51;26;25;51;-;-;
;;16061;Eichsfeld;22;*;*;22;-;*;
;;16062;Nordhausen;41;36;5;*;*;-;
;;16063;Wartburgkreis;33;29;4;*;*;*;
;;16064;Unstrut-Hainich-Kreis;38;28;10;38;-;-;
;;16065;Kyffhäuserkreis;25;16;9;25;-;-;
;;16066;Schmalkalden-Meiningen;76;40;36;73;3;3;
;;16067;Gotha;127;99;28;124;3;4;
;;16068;Sömmerda;41;27;14;37;4;-;
;;16069;Hildburghausen;96;61;35;*;*;4;
;;16070;Ilm-Kreis;1,193;768;425;1,183;10;34;
;;16071;Weimarer Land;382;161;221;374;8;16;
;;16072;Sonneberg;1,950;1,066;884;1,848;102;63;
;;16074;Saale-Holzland-Kreis;357;203;154;347;10;11;
;;16075;Saale-Orla-Kreis;1,849;1,089;760;1,834;15;63;
;;16076;Greiz;133;82;51;133;-;*;
;;16077;Altenburger Land;11;8;3;11;-;-;
;;160;Thüringen;9,004;5,084;3,920;8,778;226;304;
;;16;Thüringen;9,004;5,084;3,920;8,778;226;304;
;;ZZ;Übrige Bundesländer;4;4;-;4;-;-;
;;ZZ;Auspendler in das Bundesgebiet;13,082;8,026;5,056;12,698;384;390;
;;Z;Auspendler insgesamt;13,082;8,026;5,056;12,698;384;390;
16074;Saale-Holzland-Kreis;;;;;;;;;
;;010;Schleswig-Holstein;26;18;8;*;*;-;
;;01;Schleswig-Holstein;26;18;8;*;*;-;
;;02000;Hamburg, Freie und Hansestadt;37;31;6;29;8;-;
;;020;Hamburg;37;31;6;29;8;-;
;;02;Hamburg;37;31;6;29;8;-;
;;031;Statistische Region Braunschweig;23;15;8;23;-;-;
;;03241;Region Hannover;20;16;4;20;-;-;
;;032;Übrige Kreise (Regierungsbezirk);8;5;3;5;3;-;
;;032;Statistische Region Hannover;28;21;7;25;3;-;
;;033;Statistische Region Lüneburg;16;13;3;*;*;-;
;;03456;Grafschaft Bentheim;34;*;*;34;-;-;
;;03459;Osnabrück;95;52;43;12;83;-;
;;034;Übrige Kreise (Regierungsbezirk);30;25;5;27;3;*;
;;034;Statistische Region Weser-Ems;159;110;49;73;86;*;
;;03;Niedersachsen;226;159;67;136;90;*;
;;05111;Düsseldorf, Stadt;21;13;8;21;-;-;
;;05158;Mettmann;11;*;*;11;-;-;
;;051;Übrige Kreise (Regierungsbezirk);37;*;*;*;*;-;
;;051;Reg.-Bez. Düsseldorf;69;57;12;*;*;-;
;;05315;Köln, Stadt;27;22;5;24;3;*;
;;05382;Rhein-Sieg-Kreis;10;10;-;*;*;-;
;;053;Übrige Kreise (Regierungsbezirk);32;22;10;*;*;-;
;;053;Reg.-Bez. Köln;69;54;15;63;6;*;
;;055;Reg.-Bez. Münster;26;*;*;*;*;-;
;;05754;Gütersloh;15;*;*;15;-;-;
;;057;Übrige Kreise (Regierungsbezirk);13;*;*;*;*;-;
;;057;Reg.-Bez. Detmold;28;25;3;*;*;-;
;;05913;Dortmund, Stadt;11;*;*;*;*;-;
;;059;Übrige Kreise (Regierungsbezirk);23;20;3;23;-;-;
;;059;Reg.-Bez. Arnsberg;34;30;4;*;*;-;
;;05;Nordrhein-Westfalen;226;191;35;214;12;*;
;;06412;Frankfurt am Main, Stadt;55;37;18;47;8;*;
;;06414;Wiesbaden, Landeshauptstadt;19;14;5;*;*;*;
;;06434;Hochtaunuskreis;10;*;*;10;-;*;
;;06435;Main-Kinzig-Kreis;10;*;*;*;*;-;
;;06436;Main-Taunus-Kreis;14;*;*;14;-;-;
;;06438;Offenbach;22;15;7;22;-;-;
;;064;Übrige Kreise (Regierungsbezirk);32;27;5;27;5;*;
;;064;Reg.-Bez. Darmstadt;162;123;39;147;15;5;
;;06531;Gießen;12;12;-;*;*;-;
;;06532;Lahn-Dill-Kreis;13;*;*;13;-;-;
;;065;Übrige Kreise (Regierungsbezirk);9;*;*;9;-;-;
;;065;Reg.-Bez. Gießen;34;31;3;*;*;-;
;;06632;Hersfeld-Rotenburg;22;*;*;22;-;-;
;;066;Übrige Kreise (Regierungsbezirk);23;15;8;*;*;-;
;;066;Reg.-Bez. Kassel;45;36;9;*;*;-;
;;06;Hessen;241;190;51;224;17;5;
;;07137;Mayen-Koblenz;10;10;-;4;6;-;
;;07315;Mainz, kreisfreie Stadt;11;6;5;11;-;-;
;;070;Übrige Kreise (Regierungsbezirk);50;39;11;47;3;-;
;;070;Rheinland-Pfalz;71;55;16;62;9;-;
;;07;Rheinland-Pfalz;71;55;16;62;9;-;
;;08111;Stuttgart, Landeshauptstadt;17;12;5;17;-;-;
;;08116;Esslingen;15;*;*;*;*;-;
;;08119;Rems-Murr-Kreis;14;11;3;14;-;-;
;;08127;Schwäbisch Hall;17;*;*;17;-;*;
;;081;Übrige Kreise (Regierungsbezirk);43;40;3;*;*;*;
;;081;Reg.-Bez. Stuttgart;106;93;13;103;3;*;
;;08215;Karlsruhe;20;11;9;16;4;*;
;;08222;Mannheim, Universitätsstadt;13;10;3;*;*;-;
;;082;Übrige Kreise (Regierungsbezirk);24;17;7;24;-;*;
;;082;Reg.-Bez. Karlsruhe;57;38;19;52;5;*;
;;08337;Waldshut;11;*;*;11;-;-;
;;083;Übrige Kreise (Regierungsbezirk);25;17;8;*;*;*;
;;083;Reg.-Bez. Freiburg;36;26;10;*;*;*;
;;08421;Ulm, Universitätsstadt;12;*;*;*;*;-;
;;084;Übrige Kreise (Regierungsbezirk);27;23;4;23;4;-;
;;084;Reg.-Bez. Tübingen;39;33;6;34;5;-;
;;08;Baden-Württemberg;238;190;48;224;14;5;
;;09162;München, Landeshauptstadt;71;55;16;68;3;*;
;;09171;Altötting;10;10;-;*;*;-;
;;09184;München;30;22;8;*;*;-;
;;09186;Pfaffenhofen a.d.Ilm;13;13;-;13;-;-;
;;091;Übrige Kreise (Regierungsbezirk);67;57;10;64;3;-;
;;091;Oberbayern;191;157;34;182;9;*;
;;092;Niederbayern;28;*;*;25;3;-;
;;09373;Neumarkt i.d.OPf.;12;12;-;12;-;-;
;;09376;Schwandorf;10;*;*;10;-;-;
;;093;Übrige Kreise (Regierungsbezirk);25;21;4;*;*;-;
;;093;Oberpfalz;47;42;5;*;*;-;
;;09461;Bamberg, Stadt;25;22;3;5;20;-;
;;09462;Bayreuth, Stadt;35;24;11;20;15;-;
;;09464;Hof, Stadt;10;7;3;10;-;-;
;;09472;Bayreuth;10;10;-;10;-;-;
;;09475;Hof;17;13;4;*;*;-;
;;09477;Kulmbach;12;12;-;12;-;-;
;;094;Übrige Kreise (Regierungsbezirk);39;34;5;*;*;6;
;;094;Oberfranken;148;122;26;110;38;6;
;;09563;Fürth, Stadt;12;*;*;12;-;-;
;;09564;Nürnberg, Stadt;56;42;14;*;*;*;
;;09573;Fürth;11;*;*;11;-;-;
;;09574;Nürnberger Land;10;*;*;*;*;-;
;;095;Übrige Kreise (Regierungsbezirk);33;30;3;29;4;*;
;;095;Mittelfranken;122;101;21;116;6;3;
;;096;Unterfranken;51;45;6;*;*;*;
;;097;Schwaben;45;42;3;*;*;*;
;;09;Bayern;632;535;97;570;62;12;
;;10042;Merzig-Wadern;17;17;-;17;-;-;
;;100;Übrige Kreise (Regierungsbezirk);5;*;*;*;*;-;
;;100;Saarland;22;*;*;*;*;-;
;;10;Saarland;22;*;*;*;*;-;
;;11000;Berlin, Stadt;103;71;32;*;*;*;
;;110;Berlin;103;71;32;*;*;*;
;;11;Berlin;103;71;32;*;*;*;
;;12054;Potsdam, Stadt;13;7;6;*;*;-;
;;12064;Märkisch-Oderland;10;3;7;*;*;-;
;;12069;Potsdam-Mittelmark;17;13;4;17;-;-;
;;12072;Teltow-Fläming;12;9;3;12;-;-;
;;120;Übrige Kreise (Regierungsbezirk);39;27;12;*;*;-;
;;120;Brandenburg;91;59;32;88;3;-;
;;12;Brandenburg;91;59;32;88;3;-;
;;130;Mecklenburg-Vorpommern;27;18;9;*;*;-;
;;13;Mecklenburg-Vorpommern;27;18;9;*;*;-;
;;14511;Chemnitz, Stadt;55;36;19;*;*;3;
;;14521;Erzgebirgskreis;21;11;10;*;*;-;
;;14522;Mittelsachsen;21;16;5;*;*;-;
;;14523;Vogtlandkreis;44;28;16;34;10;*;
;;14524;Zwickau;137;98;39;133;4;*;
;;14612;Dresden, Stadt;70;47;23;66;4;4;
;;14625;Bautzen;23;13;10;16;7;*;
;;14626;Görlitz;17;11;6;4;13;-;
;;14627;Meißen;13;10;3;13;-;-;
;;14713;Leipzig, Stadt;226;143;83;217;9;5;
;;14729;Leipzig;52;43;9;52;-;-;
;;14730;Nordsachsen;29;23;6;29;-;-;
;;140;Übrige Kreise (Regierungsbezirk);6;*;*;6;-;-;
;;140;Sachsen;714;484;230;663;51;15;
;;14;Sachsen;714;484;230;663;51;15;
;;15001;Dessau-Roßlau, Stadt;13;10;3;13;-;*;
;;15002;Halle (Saale), Stadt;39;21;18;36;3;-;
;;15003;Magdeburg, Landeshauptstadt;13;9;4;*;*;-;
;;15082;Anhalt-Bitterfeld;34;28;6;34;-;-;
;;15083;Börde;10;4;6;10;-;*;
;;15084;Burgenlandkreis;617;370;247;599;18;13;
;;15088;Saalekreis;67;47;20;*;*;-;
;;15089;Salzlandkreis;17;*;*;17;-;-;
;;150;Übrige Kreise (Regierungsbezirk);19;14;5;*;*;*;
;;150;Sachsen-Anhalt;829;519;310;805;24;17;
;;15;Sachsen-Anhalt;829;519;310;805;24;17;
;;16051;Erfurt, Stadt;633;364;269;621;12;17;
;;16052;Gera, Stadt;1,491;721;770;1,465;26;61;
;;16053;Jena, Stadt;9,537;4,278;5,259;9,471;66;317;
;;16055;Weimar, Stadt;302;135;167;*;*;8;
;;16056;Eisenach, Stadt;85;19;66;85;-;*;
;;16063;Wartburgkreis;22;12;10;22;-;-;
;;16064;Unstrut-Hainich-Kreis;42;22;20;*;*;*;
;;16066;Schmalkalden-Meiningen;13;9;4;10;3;-;
;;16067;Gotha;46;40;6;*;*;-;
;;16068;Sömmerda;30;11;19;*;*;*;
;;16070;Ilm-Kreis;75;61;14;*;*;4;
;;16071;Weimarer Land;712;428;284;709;3;24;
;;16073;Saalfeld-Rudolstadt;331;183;148;327;4;5;
;;16075;Saale-Orla-Kreis;614;426;188;591;23;13;
;;16076;Greiz;813;462;351;808;5;26;
;;16077;Altenburger Land;87;61;26;87;-;*;
;;160;Übrige Kreise (Regierungsbezirk);49;35;14;49;-;-;
;;160;Thüringen;14,882;7,267;7,615;14,732;150;479;
;;16;Thüringen;14,882;7,267;7,615;14,732;150;479;
;;ZZ;Übrige Bundesländer;8;8;-;*;*;*;
;;ZZ;Auspendler in das Bundesgebiet;18,373;9,815;8,558;17,927;446;537;
;;Z;Auspendler insgesamt;18,373;9,815;8,558;17,927;446;537;
16075;Saale-Orla-Kreis;;;;;;;;;
;;01058;Rendsburg-Eckernförde;10;*;*;10;-;-;
;;010;Übrige Kreise (Regierungsbezirk);16;9;7;*;*;-;
;;010;Schleswig-Holstein;26;18;8;*;*;-;
;;01;Schleswig-Holstein;26;18;8;*;*;-;
;;02000;Hamburg, Freie und Hansestadt;22;17;5;18;4;-;
;;020;Hamburg;22;17;5;18;4;-;
;;02;Hamburg;22;17;5;18;4;-;
;;031;Statistische Region Braunschweig;14;*;*;14;-;-;
;;03241;Region Hannover;18;15;3;*;*;*;
;;032;Übrige Kreise (Regierungsbezirk);4;*;*;4;-;-;
;;032;Statistische Region Hannover;22;17;5;*;*;*;
;;03459;Osnabrück;20;8;12;*;*;*;
;;034;Übrige Kreise (Regierungsbezirk);19;*;*;15;4;-;
;;034;Statistische Region Weser-Ems;39;26;13;33;6;*;
;;03;Übrige Regierungsbezirke (Bundesland);9;*;*;9;-;-;
;;03;Niedersachsen;84;62;22;77;7;*;
;;04011;Bremen, Stadt;12;*;*;*;*;*;
;;040;Bremen;12;*;*;*;*;*;
;;04;Bremen;12;*;*;*;*;*;
;;051;Reg.-Bez. Düsseldorf;40;36;4;34;6;-;
;;05315;Köln, Stadt;11;11;-;11;-;*;
;;05382;Rhein-Sieg-Kreis;17;*;*;17;-;-;
;;053;Übrige Kreise (Regierungsbezirk);21;18;3;18;3;*;
;;053;Reg.-Bez. Köln;49;45;4;46;3;*;
;;057;Reg.-Bez. Detmold;20;16;4;20;-;-;
;;059;Reg.-Bez. Arnsberg;30;*;*;*;*;-;
;;05;Übrige Regierungsbezirke (Bundesland);7;*;*;7;-;-;
;;05;Nordrhein-Westfalen;146;132;14;136;10;*;
;;06412;Frankfurt am Main, Stadt;24;18;6;*;*;*;
;;06414;Wiesbaden, Landeshauptstadt;10;7;3;10;-;-;
;;064;Übrige Kreise (Regierungsbezirk);47;34;13;*;*;-;
;;064;Reg.-Bez. Darmstadt;81;59;22;78;3;*;
;;065;Reg.-Bez. Gießen;11;6;5;*;*;-;
;;06632;Hersfeld-Rotenburg;10;*;*;*;*;-;
;;066;Übrige Kreise (Regierungsbezirk);16;13;3;*;*;*;
;;066;Reg.-Bez. Kassel;26;22;4;23;3;*;
;;06;Hessen;118;87;31;111;7;*;
;;070;Rheinland-Pfalz;27;20;7;*;*;-;
;;07;Rheinland-Pfalz;27;20;7;*;*;-;
;;08111;Stuttgart, Landeshauptstadt;27;18;9;*;*;*;
;;08116;Esslingen;14;*;*;*;*;-;
;;08117;Göppingen;10;10;-;10;-;-;
;;08118;Ludwigsburg;15;*;*;*;*;-;
;;08119;Rems-Murr-Kreis;18;*;*;14;4;-;
;;08136;Ostalbkreis;11;11;-;*;*;-;
;;081;Übrige Kreise (Regierungsbezirk);30;*;*;*;*;-;
;;081;Reg.-Bez. Stuttgart;125;110;15;115;10;*;
;;082;Reg.-Bez. Karlsruhe;44;34;10;*;*;*;
;;083;Reg.-Bez. Freiburg;19;16;3;15;4;-;
;;084;Reg.-Bez. Tübingen;27;22;5;*;*;-;
;;08;Baden-Württemberg;215;182;33;198;17;*;
;;09161;Ingolstadt, Stadt;14;7;7;14;-;-;
;;09162;München, Landeshauptstadt;66;45;21;63;3;*;
;;09175;Ebersberg;13;*;*;13;-;*;
;;09184;München;23;17;6;23;-;-;
;;09185;Neuburg-Schrobenhausen;50;*;*;*;*;-;
;;091;Übrige Kreise (Regierungsbezirk);81;67;14;73;8;-;
;;091;Oberbayern;247;195;52;235;12;4;
;;09274;Landshut;18;18;-;18;-;-;
;;092;Übrige Kreise (Regierungsbezirk);30;*;*;25;5;-;
;;092;Niederbayern;48;*;*;43;5;-;
;;09362;Regensburg, Stadt;17;14;3;17;-;*;
;;09373;Neumarkt i.d.OPf.;21;*;*;21;-;-;
;;09377;Tirschenreuth;14;10;4;14;-;*;
;;093;Übrige Kreise (Regierungsbezirk);42;35;7;39;3;-;
;;093;Oberpfalz;94;79;15;91;3;*;
;;09461;Bamberg, Stadt;12;8;4;12;-;-;
;;09462;Bayreuth, Stadt;116;81;35;97;19;5;
;;09463;Coburg, Stadt;13;*;*;13;-;*;
;;09464;Hof, Stadt;681;328;353;677;4;30;
;;09471;Bamberg;12;*;*;12;-;-;
;;09472;Bayreuth;27;23;4;27;-;-;
;;09473;Coburg;12;9;3;12;-;*;
;;09475;Hof;1,535;799;736;1,520;15;40;
;;09476;Kronach;247;161;86;240;7;3;
;;09477;Kulmbach;63;52;11;*;*;*;
;;09479;Wunsiedel i.Fichtelgebirge;37;23;14;34;3;4;
;;094;Übrige Kreise (Regierungsbezirk);11;*;*;11;-;*;
;;094;Oberfranken;2,766;1,515;1,251;2,716;50;88;
;;09562;Erlangen, Stadt;16;9;7;16;-;*;
;;09564;Nürnberg, Stadt;76;62;14;73;3;*;
;;09574;Nürnberger Land;25;19;6;25;-;*;
;;09576;Roth;20;17;3;17;3;-;
;;095;Übrige Kreise (Regierungsbezirk);35;27;8;*;*;-;
;;095;Mittelfranken;172;134;38;165;7;4;
;;09672;Bad Kissingen;11;*;*;11;-;*;
;;09678;Schweinfurt;15;*;*;*;*;-;
;;096;Übrige Kreise (Regierungsbezirk);41;31;10;*;*;*;
