Schluessel;Bezeichnung;Wohnort;Männer;Frauen;Deutsche;Ausländer;u. 20 J.;20 - u 25 J.;55 J. u älter;Arbeitsort;Wohnort gleich Arbeitsort;Einpendler;Auspendler;Zahl der Betriebe;Ahnung;was das ist
13075045;Hammer a.d. Uecker;157;78;79;157;;7;5;45;18;6;12;151;4;;
13075046;Hanshagen;272;127;145;272;;3;4;82;58;10;48;262;9;;
13075048;Heinrichswalde;160;96;64;*;*;3;11;61;*;23;*;137;*;;
13075049;Heringsdorf;3,277;1,527;1,750;3,072;204;67;174;834;5,457;2,257;3,192;1,020;565;;
13075050;Hinrichshagen;330;166;164;*;*;*;10;109;48;6;42;324;12;;
13075051;Hintersee;99;53;46;*;*;*;*;22;35;11;24;88;10;;
13075053;Iven;68;35;33;68;;;*;27;*;5;*;63;*;;
13075054;Jarmen, Stadt;1,043;547;496;1,035;8;29;66;249;907;260;647;782;106;;
13075055;Jatznick;819;405;414;813;6;21;33;228;186;73;113;746;39;;
13075056;Kamminke;76;36;40;71;5;3;3;21;36;13;23;63;8;;
13075057;Karlsburg;495;255;240;480;14;12;28;125;678;121;557;374;23;;
13075058;Karlshagen;1,069;503;566;1,040;29;14;35;332;472;223;248;846;85;;
13075059;Katzow;205;101;104;*;*;*;5;56;59;21;38;184;17;;
13075060;Kemnitz;421;215;206;*;*;9;14;137;124;16;108;405;26;;
13075061;Klein Bünzow;291;157;134;270;21;6;20;73;151;33;118;258;21;;
13075063;Koblentz;88;44;44;88;;*;*;27;*;3;*;85;*;;
13075065;Korswandt;241;113;128;234;7;4;7;59;102;26;76;215;13;;
13075066;Koserow;576;272;304;554;22;12;24;150;739;184;555;392;96;;
13075067;Krackow;178;98;80;156;22;3;*;62;311;43;268;135;31;;
13075068;Krien;229;115;114;*;*;10;9;70;84;39;45;190;17;;
13075069;Kröslin;602;287;315;595;7;17;15;171;299;106;192;496;56;;
13075070;Kruckow;234;116;118;*;*;6;5;64;143;22;121;212;16;;
13075071;Krugsdorf;184;89;95;*;*;3;5;62;*;10;*;174;*;;
13075072;Krummin;93;48;45;*;*;;*;31;*;*;*;*;*;;
13075073;Krusenfelde;68;35;33;68;;3;3;18;*;3;*;65;*;;
13075074;Lassan, Stadt;574;290;284;574;;10;18;173;237;154;83;420;44;;
13075075;Leopoldshagen;214;112;102;*;*;6;4;68;64;30;34;184;17;;
13075076;Levenhagen;131;70;61;131;;;5;48;47;6;41;125;9;;
13075078;Liepgarten;287;137;150;284;3;*;4;91;59;12;47;275;13;;
13075079;Löcknitz;950;467;483;860;90;15;47;271;800;259;539;691;110;;
13075080;Loddin;380;176;204;370;10;5;19;110;499;107;392;273;55;;
13075081;Loissin;251;134;117;*;*;3;5;89;51;14;37;237;11;;
13075082;Loitz, Stadt;1,533;783;750;1,524;8;35;68;431;824;422;402;1,111;108;;
13075083;Lubmin;596;288;308;587;7;8;13;214;1,318;141;1,177;455;85;;
13075084;Lübs;112;59;53;112;;*;4;31;72;15;57;97;11;;
13075085;Luckow;202;112;90;202;;5;10;50;47;17;29;185;17;;
13075086;Lühmannsdorf;281;135;146;281;;13;10;72;122;34;88;247;22;;
13075087;Lütow;153;73;80;153;;*;3;42;94;19;75;134;16;;
13075088;Medow;218;120;98;214;4;4;16;52;*;16;*;202;*;;
13075089;Meiersberg;160;83;77;160;;5;8;48;19;3;16;157;6;;
13075090;Mellenthin;168;85;83;*;*;4;4;44;105;27;78;141;16;;
13075091;Mesekenhagen;337;165;172;331;6;*;6;140;268;17;251;320;18;;
13075092;Mölschow;336;168;168;331;5;13;15;81;89;21;68;315;26;;
13075093;Mönkebude;247;112;135;247;;3;6;86;140;40;100;207;22;;
13075094;Murchin;341;182;159;331;10;6;10;104;252;46;206;295;25;;
13075095;Nadrensee;80;50;30;66;14;4;3;21;69;4;64;76;10;;
13075097;Neu Boltenhagen;222;123;99;*;*;11;9;60;21;8;13;214;5;;
13075098;Neu Kosenow;186;105;81;183;3;3;10;49;33;15;18;171;11;;
13075101;Neuenkirchen;81;44;37;81;;;3;29;*;3;*;78;*;;
13075102;Neuenkirchen;776;359;417;769;7;12;21;263;704;69;635;707;68;;
13075103;Nieden;66;35;31;66;;3;*;19;*;*;*;*;*;;
13075104;Papendorf;65;35;30;*;*;*;*;16;8;3;5;62;4;;
13075105;Pasewalk, Stadt;3,539;1,732;1,807;3,411;127;81;167;947;5,789;1,936;3,852;1,603;363;;
13075106;Peenemünde;134;67;67;130;4;*;6;33;173;45;128;89;31;;
13075107;Penkun, Stadt;600;317;283;567;33;13;19;145;275;135;140;465;62;;
13075108;Plöwen;106;57;49;98;8;*;*;27;34;8;26;98;7;;
13075109;Polzow;83;42;41;*;*;3;;26;13;3;10;80;6;;
13075110;Postlow;128;75;53;117;10;4;5;31;60;8;51;120;9;;
13075111;Pudagla;212;99;113;*;*;3;9;39;85;14;71;198;17;;
13075113;Ramin;190;105;85;159;31;10;8;42;91;30;61;160;15;;
13075114;Rankwitz;188;99;89;*;*;8;6;47;48;19;29;169;15;;
13075115;Rollwitz;336;170;166;330;6;6;7;97;129;36;93;300;21;;
13075116;Rossin;68;38;30;*;*;*;6;15;;;;68;;;
13075117;Rossow;144;78;66;139;5;4;5;42;41;17;24;127;8;;
13075118;Rothemühl;113;55;58;113;;;5;35;*;10;*;103;*;;
13075119;Rothenklempenow;206;109;97;197;9;10;12;61;84;29;55;177;21;;
13075120;Rubenow;293;143;150;293;;5;9;87;1,135;36;1,099;257;25;;
13075121;Rubkow;238;126;112;*;*;6;5;74;79;23;56;215;16;;
13075122;Sarnow;150;78;72;150;;3;13;40;52;12;40;138;14;;
13075123;Sassen-Trantow;341;183;158;341;;4;11;79;148;39;108;302;22;;
13075124;Sauzin;185;81;104;185;;;3;56;48;11;37;174;11;;
13075125;Schmatzin;127;67;60;127;;*;6;34;*;11;*;116;*;;
13075126;Schönwalde;182;93;89;*;*;3;5;54;20;9;11;173;7;;
13075127;Spantekow;388;207;181;385;3;11;11;127;177;64;113;324;29;;
13075128;Stolpe an der Peene;127;69;58;123;4;6;8;56;82;18;63;109;12;;
13075129;Stolpe auf Usedom;115;57;58;*;*;3;3;33;23;8;15;107;8;;
13075130;Strasburg (Uckermark), Stadt;1,471;733;738;1,449;22;30;64;432;917;432;485;1,039;152;;
13075131;Torgelow, Stadt;3,167;1,599;1,568;3,081;85;71;149;899;4,425;1,573;2,852;1,594;264;;
13075133;Trassenheide;337;152;185;333;4;6;17;91;645;87;558;250;69;;
13075134;Tutow;375;208;167;369;6;13;14;89;255;78;177;297;22;;
13075135;Ückeritz;398;183;215;387;11;13;17;109;555;120;435;278;63;;
13075136;Ueckermünde, Stadt;3,951;2,203;1,748;3,004;946;94;241;861;4,760;2,086;2,659;1,864;314;;
13075137;Usedom, Stadt;673;347;326;657;16;11;35;160;406;178;228;495;83;;
13075138;Viereck;374;198;176;*;*;12;9;112;133;39;94;335;15;;
13075139;Vogelsang-Warsin;112;58;54;*;*;*;*;29;4;*;*;*;4;;
13075140;Völschow;181;97;84;181;;*;7;45;*;9;*;172;*;;
13075141;Wackerow;488;245;243;484;4;9;10;181;64;16;48;472;17;;
13075142;Weitenhagen;508;241;267;500;8;9;7;199;259;22;237;486;33;;
13075143;Wilhelmsburg;298;166;132;293;5;8;12;86;163;41;121;257;14;;
13075144;Wolgast, Stadt;4,245;2,166;2,079;4,100;143;100;253;1,037;3,717;1,573;2,143;2,672;376;;
13075145;Wrangelsburg;85;43;42;*;*;3;6;15;30;5;25;80;5;;
13075146;Wusterhusen;463;236;227;458;5;13;21;144;195;37;158;426;24;;
13075147;Zemitz;299;164;135;299;;10;13;74;32;12;20;287;14;;
13075148;Zempin;288;139;149;282;6;8;10;72;254;51;203;237;36;;
13075149;Zerrenthin;182;89;93;182;;4;7;41;29;9;20;173;7;;
13075150;Ziethen;200;106;94;*;*;6;11;39;102;17;85;183;12;;
13075151;Zinnowitz;1,511;688;823;1,439;72;31;102;383;1,804;611;1,192;900;212;;
13075152;Zirchow;217;117;100;217;;3;5;62;224;20;204;197;14;;
13075154;Züssow;528;286;242;528;;7;20;144;387;76;310;452;43;;
13075155;Neetzow-Liepen;289;166;123;*;*;12;10;65;99;24;75;265;15;;
;;;;;;;;;;;;;;;;
13075;Vorpommern-Greifswald;86,341;43,468;42,873;82,890;3,430;1,794;4,185;21,662;83,177;69,938;13,196;16,401;7,037;;
;;;;;;;;;;;;;;;;
13076001;Alt Krenzlin;283;159;124;*;*;7;10;74;107;36;71;247;11;;
13076002;Alt Zachun;179;94;85;179;;4;*;51;17;6;11;173;6;;
13076003;Balow;149;68;81;*;*;3;7;34;*;11;*;138;*;;
13076004;Bandenitz;207;110;97;204;3;4;5;55;115;14;101;193;12;;
13076005;Banzkow;1,181;586;595;1,169;12;23;42;347;372;113;259;1,068;63;;
13076006;Barkhagen;254;133;121;*;*;4;12;58;83;29;54;225;14;;
13076007;Barnin;202;104;98;202;;*;6;47;*;9;*;193;*;;
13076008;Belsch;87;46;41;*;*;*;*;27;14;3;11;84;3;;
13076009;Bengerstorf;256;145;111;247;9;10;9;55;42;14;28;242;12;;
13076010;Besitz;207;119;88;*;*;*;10;52;*;10;*;197;*;;
13076011;Blankenberg;162;81;81;*;*;7;6;46;45;4;41;158;9;;
13076012;Blievenstorf;208;112;96;*;*;*;6;63;*;9;*;199;*;;
13076013;Bobzin;115;63;52;*;*;4;4;27;127;7;120;108;11;;
13076014;Boizenburg/ Elbe, Stadt;4,832;2,684;2,148;4,396;436;103;301;998;3,339;1,504;1,834;3,328;260;;
13076015;Borkow;147;81;66;*;*;4;*;50;30;6;24;141;6;;
13076016;Brahlstorf;338;207;131;321;17;10;21;69;125;42;83;296;14;;
13076017;Brenz;217;105;112;*;*;3;11;52;474;35;439;182;20;;
13076018;Bresegard bei Eldena;84;47;37;*;*;3;6;25;*;4;*;80;*;;
13076019;Bresegard bei Picher;87;48;39;*;*;;*;32;28;*;*;*;9;;
13076020;Brüel, Stadt;963;507;456;949;14;10;42;270;456;211;245;752;77;;
13076021;Brunow;113;57;56;*;*;*;6;32;*;13;*;100;*;;
13076023;Bülow;137;64;73;*;*;5;4;39;13;4;9;133;4;;
13076024;Cambs;270;127;143;*;*;4;9;76;91;10;81;260;14;;
13076025;Crivitz, Stadt;1,838;917;921;1,814;24;36;79;475;1,588;544;1,044;1,294;185;;
13076026;Dabel;528;273;255;516;12;13;24;174;250;87;163;441;49;;
13076027;Dambeck;124;70;54;124;;3;7;31;43;13;30;111;12;;
13076029;Demen;314;153;161;306;8;5;4;100;213;43;170;271;25;;
13076030;Dersenow;200;105;95;197;3;*;17;46;*;11;*;189;*;;
13076032;Dobbertin;508;277;231;505;3;5;25;153;768;255;512;253;24;;
13076033;Dobin am See;843;401;442;832;11;11;24;196;87;42;45;801;28;;
13076034;Dömitz, Stadt;1,215;634;581;1,173;42;22;48;315;833;339;494;876;77;;
13076035;Domsühl;610;319;291;556;54;11;30;143;425;111;313;499;29;;
13076036;Dümmer;667;333;334;659;8;15;22;195;258;52;206;615;37;;
13076037;Eldena;511;271;240;491;19;9;20;159;223;86;137;425;44;;
13076038;Friedrichsruhe;410;218;192;389;21;8;14;99;46;26;20;384;13;;
13076039;Gallin;340;175;165;297;43;5;15;74;2,124;74;2,050;266;42;;
13076040;Gallin-Kuppentin;186;104;82;*;*;4;11;35;38;10;28;176;9;;
13076041;Gammelin;205;100;105;205;;3;5;48;21;7;14;198;9;;
13076043;Gischow;100;63;37;*;*;5;4;16;11;4;7;96;3;;
13076044;Gneven;154;77;77;154;;*;3;52;*;11;*;143;*;;
13076046;Göhlen;133;75;58;*;*;*;3;41;113;13;100;120;8;;
13076048;Goldberg, Stadt;1,320;652;668;1,312;8;21;57;439;649;329;320;991;97;;
13076049;Gorlosen;165;96;69;*;*;*;6;48;43;9;34;156;10;;
13076050;Grabow, Stadt;2,175;1,159;1,016;2,140;35;47;112;594;1,507;582;925;1,593;164;;
13076051;Granzin;177;91;86;177;;6;10;47;*;15;*;162;*;;
13076053;Grebs-Niendorf;246;144;102;245;;5;4;73;71;32;39;214;11;;
13076054;Gresse;395;207;188;320;75;7;20;89;180;51;129;344;16;;
13076055;Greven;418;224;194;310;108;7;25;77;95;29;66;389;15;;
13076056;Groß Godems;165;74;91;165;;*;5;43;60;10;50;155;13;;
13076057;Groß Krams;66;38;28;66;;*;3;11;*;*;*;*;*;;
13076058;Groß Laasch;405;201;204;398;7;10;14;101;207;29;178;376;20;;
13076060;Hagenow, Stadt;4,930;2,652;2,278;4,495;429;123;289;1,115;6,063;1,975;4,088;2,955;373;;
13076062;Hohen Pritz;135;76;59;*;*;*;10;38;24;6;18;129;8;;
13076063;Holthusen;428;209;219;424;4;8;15;105;377;38;338;390;37;;
13076064;Hoort;296;159;137;292;4;6;7;78;35;17;18;279;10;;
13076065;Hülseburg;82;51;31;79;3;*;*;18;14;4;10;78;8;;
13076067;Karenz;89;50;39;*;*;5;3;32;*;4;*;85;*;;
13076068;Karrenzin;243;126;117;243;;6;11;72;42;19;23;224;10;;
13076069;Karstädt;288;159;129;*;*;6;16;68;*;4;*;284;*;;
13076070;Kirch Jesar;306;157;149;299;7;8;15;88;59;8;51;298;13;;
13076071;Klein Rogahn;598;281;317;595;3;11;10;163;62;12;50;586;18;;
13076072;Kobrow;170;88;82;164;6;*;6;50;113;26;87;144;12;;
13076073;Kogel;285;141;144;263;22;7;19;67;139;20;119;265;15;;
13076075;Kreien;158;89;69;*;*;*;*;49;40;11;28;147;10;;
13076076;Kremmin;113;55;58;*;*;3;5;29;126;20;106;93;9;;
13076077;Kritzow;203;120;83;*;*;6;8;58;41;18;23;185;12;;
13076078;Kuhlen-Wendorf;306;163;143;*;*;5;13;71;50;11;39;295;9;;
13076079;Kuhstorf;371;188;183;367;4;8;16;112;59;20;39;351;17;;
13076080;Langen Brütz;209;104;105;205;4;7;3;65;25;6;19;203;8;;
13076082;Leezen;906;445;461;888;18;6;24;263;2,137;265;1,872;641;80;;
13076084;Leussow;109;55;54;109;;3;5;38;*;3;*;106;*;;
13076085;Lewitzrand;578;289;289;*;*;11;26;158;113;21;91;557;25;;
13076086;Lübesse;311;153;158;*;*;6;7;92;499;25;474;286;30;;
13076087;Lüblow;267;147;120;263;4;7;10;73;*;12;*;255;*;;
13076088;Lübtheen, Stadt;1,923;1,106;817;1,706;215;47;101;433;1,576;727;848;1,196;87;;
13076089;Lübz, Stadt;2,315;1,200;1,115;2,261;54;53;106;653;2,173;908;1,264;1,407;221;;
13076090;Ludwigslust, Stadt;4,853;2,567;2,286;4,513;334;98;288;1,170;5,242;1,804;3,437;3,049;482;;
13076092;Lüttow-Valluhn;479;275;204;378;101;9;41;72;1,375;76;1,298;403;39;;
13076093;Malk Göhren;163;86;77;163;;3;9;47;*;3;*;160;*;;
13076094;Malliß;407;225;182;404;3;12;17;127;161;61;100;346;20;;
13076095;Marnitz;293;153;140;*;*;8;11;77;144;40;104;253;20;;
13076096;Mestlin;274;146;128;269;5;9;8;80;127;40;87;234;21;;
13076097;Milow;161;84;77;161;;4;7;48;*;*;*;*;*;;
13076098;Möllenbeck;78;45;33;78;;*;6;20;*;4;*;74;*;;
13076099;Moraas;199;102;97;*;*;3;7;60;33;8;25;191;9;;
13076100;Muchow;115;65;50;115;;4;4;31;*;3;*;112;*;;
13076101;Mustin;130;69;61;*;*;8;4;30;68;12;56;118;8;;
13076102;Neu Gülze;365;197;168;361;4;5;8;90;104;11;93;354;11;;
13076103;Neu Kaliß;787;411;376;771;16;13;39;191;575;207;368;580;46;;
13076104;Neu Poserin;198;96;102;*;*;*;8;65;68;9;59;189;14;;
13076105;Neustadt-Glewe, Stadt;3,016;1,583;1,433;2,593;420;64;226;637;2,417;906;1,507;2,110;179;;
13076106;Nostorf;472;319;153;257;207;11;69;38;124;8;116;464;9;;
13076107;Pampow;1,334;641;693;1,320;14;25;45;375;976;124;852;1,210;86;;
13076108;Parchim, Stadt;6,323;3,283;3,040;6,016;303;165;342;1,576;9,480;3,625;5,853;2,698;624;;
13076109;Passow;302;162;140;*;*;6;11;82;74;24;50;278;14;;
13076110;Pätow-Steegen;176;92;84;*;*;5;5;43;40;8;32;168;11;;
13076111;Picher;325;172;153;318;7;8;19;81;131;41;90;284;21;;
13076112;Pinnow;636;295;341;*;*;4;14;240;196;22;174;614;29;;
13076113;Plate;1,384;645;739;1,368;16;28;46;422;628;119;507;1,264;59;;
13076114;Plau am See, Stadt;2,273;1,119;1,154;2,124;149;37;108;578;2,367;1,085;1,281;1,188;239;;
13076115;Prislich;271;143;128;*;*;5;8;76;76;24;52;247;13;;
13076116;Pritzier;187;106;81;159;28;4;6;49;115;34;81;153;16;;
13076117;Raben Steinfeld;387;181;206;373;14;4;11;123;147;14;133;373;25;;
13076118;Rastow;834;420;414;809;25;13;24;222;263;88;175;746;39;;
13076119;Redefin;208;114;94;*;*;3;11;50;93;44;49;164;18;;
13076120;Rom;351;177;174;*;*;6;12;106;83;27;56;324;18;;
13076121;Schossin;106;55;51;*;*;*;*;30;21;7;14;99;6;;
13076122;Schwanheide;354;190;164;340;13;7;17;96;56;17;39;337;9;;
13076123;Setzin;211;111;100;211;;6;11;49;9;6;3;205;5;;
13076125;Siggelkow;342;169;173;*;*;8;15;99;133;60;73;282;25;;
13076126;Spornitz;550;294;256;532;18;15;32;152;349;76;273;474;32;;
13076128;Sternberg, Stadt;1,389;721;668;1,371;17;34;57;359;1,116;454;662;935;139;;
13076129;Stolpe;155;86;69;*;*;*;8;42;88;29;59;126;11;;
13076130;Stralendorf;600;310;290;576;24;9;25;168;489;58;431;542;37;;
13076131;Strohkirchen;143;78;65;143;;5;6;29;*;3;*;140;*;;
13076132;Suckow;206;119;87;202;4;5;11;72;24;14;10;192;6;;
13076133;Sukow;658;307;351;*;*;9;6;205;121;34;87;624;28;;
13076134;Sülstorf;370;189;181;*;*;7;9;121;33;3;30;367;8;;
13076135;Techentin;293;158;135;283;10;5;14;74;78;28;50;265;19;;
13076136;Teldau;516;326;190;382;134;17;36;92;84;25;59;491;23;;
13076137;Tessenow;241;128;113;*;*;*;10;69;125;27;98;214;19;;
13076138;Tessin b. Boizenburg;199;108;91;*;*;8;8;36;44;13;31;186;9;;
13076139;Toddin;223;112;111;*;*;3;*;84;129;10;119;213;12;;
13076140;Tramm;380;185;195;*;*;3;10;105;74;25;49;355;9;;
13076141;Uelitz;210;107;103;*;*;5;7;58;*;3;*;207;*;;
13076142;Vellahn;1,282;698;584;1,224;57;28;56;300;371;155;216;1,127;73;;
13076143;Vielank;532;295;237;513;19;8;24;147;188;96;92;436;28;;
13076145;Warlitz;205;109;96;199;6;7;15;39;23;7;16;198;9;;
13076146;Warlow;204;103;101;201;3;*;13;47;*;9;*;195;*;;
13076147;Warsow;333;162;171;333;;5;17;90;75;12;63;321;18;;
13076148;Weitendorf;130;69;61;*;*;*;5;48;93;8;85;122;13;;
13076151;Werder;151;76;75;*;*;6;7;42;50;10;40;141;12;;
13076152;Wittenburg, Stadt;2,934;1,585;1,349;2,643;290;53;213;582;3,326;949;2,377;1,985;233;;
13076153;Wittendörp;1,451;755;696;1,374;77;34;59;313;758;249;509;1,202;60;;
13076154;Wittenförden;1,074;520;554;1,070;4;6;27;413;497;53;444;1,021;55;;
13076155;Witzin;162;87;75;162;;7;5;46;28;11;17;151;10;;
13076156;Wöbbelin;384;198;186;345;39;*;14;102;299;52;247;332;30;;
13076158;Zapel;175;86;89;*;*;3;8;38;*;7;*;168;*;;
13076159;Zarrentin am Schaalsee, Stadt;2,497;1,387;1,110;2,209;288;45;138;495;1,543;513;1,030;1,984;114;;
13076160;Ziegendorf;266;146;120;259;7;7;13;81;61;27;34;239;19;;
13076161;Zierzow;137;72;65;*;*;*;4;41;42;14;28;123;13;;
13076162;Zölkow;331;171;160;*;*;10;12;83;62;28;34;303;10;;
13076163;Zülow;63;30;33;63;;;*;24;*;*;*;*;*;;
13076164;Obere Warnow;308;177;131;304;4;4;11;96;120;46;74;262;20;;
13076165;Gehlsbach;188;106;82;180;8;4;6;48;82;28;54;160;14;;
13076166;Ganzlin;580;328;252;554;26;9;20;141;420;135;284;445;27;;
13076167;Kloster Tempzin;249;135;114;*;*;8;11;67;89;27;62;222;9;;
;;;;;;;;;;;;;;;;
13076;Ludwigslust-Parchim;88,478;46,482;41,996;83,926;4,514;1,799;4,242;22,470;66,093;52,678;13,393;35,799;5,849;;
;;;;;;;;;;;;;;;;
13;Mecklenburg-Vorpommern;617,786;313,742;304,044;595,197;22,421;12,438;30,721;151,106;574,586;542,187;32,198;75,581;47,072;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
14511000;Chemnitz, Stadt;92,450;48,170;44,280;87,946;4,481;1,818;5,072;19,629;116,783;64,243;52,500;28,207;6,744;;
;;;;;;;;;;;;;;;;
14521010;Amtsberg;1,549;785;764;1,536;11;39;59;397;516;173;343;1,376;78;;
14521020;Annaberg-Buchholz, Stadt;7,782;4,105;3,677;7,572;210;221;435;1,833;13,454;4,140;9,307;3,642;731;;
14521030;Aue, Stadt;5,841;3,107;2,734;5,590;251;127;330;1,410;8,755;2,053;6,700;3,788;583;;
14521040;Auerbach;956;494;462;951;5;23;44;224;261;90;171;866;52;;
14521050;Bad Schlema;1,881;940;941;1,863;18;33;79;464;1,378;313;1,064;1,568;139;;
14521060;Bärenstein;870;445;425;847;23;26;38;202;464;117;347;753;59;;
14521080;Bockau;859;438;421;*;*;15;37;228;229;100;129;759;53;;
14521090;Börnichen/Erzgeb.;394;200;194;391;3;10;18;86;110;32;78;362;24;;
14521110;Breitenbrunn/Erzgeb.;2,030;1,025;1,005;1,974;56;51;117;557;1,828;632;1,195;1,398;140;;
14521120;Burkhardtsdorf;2,587;1,351;1,236;2,566;21;76;128;613;1,377;396;981;2,191;157;;
14521130;Crottendorf;1,661;889;772;1,645;16;50;81;408;1,618;641;977;1,020;129;;
14521140;Deutschneudorf;385;201;184;381;4;15;21;105;379;116;263;269;42;;
14521150;Drebach;2,235;1,190;1,045;2,208;27;73;135;553;1,513;466;1,047;1,769;136;;
14521160;Ehrenfriedersdorf, Stadt;1,896;972;924;1,873;23;54;92;430;1,618;480;1,137;1,416;159;;
14521170;Eibenstock, Stadt;2,871;1,516;1,355;2,850;21;63;134;739;1,709;939;770;1,932;214;;
14521180;Elterlein, Stadt;1,169;625;544;1,165;4;47;52;274;1,493;293;1,199;876;88;;
14521200;Gelenau/Erzgeb.;1,653;875;778;1,644;8;48;70;407;935;316;619;1,337;112;;
14521210;Geyer, Stadt;1,202;628;574;1,187;15;40;55;315;897;294;603;908;121;;
14521220;Gornau/Erzgeb.;1,560;820;740;1,547;13;32;73;384;1,055;190;865;1,370;119;;
14521230;Gornsdorf;834;443;391;824;10;15;36;188;1,216;177;1,038;657;53;;
14521240;Großolbersdorf;1,213;636;577;1,207;6;42;52;300;475;171;304;1,042;66;;
14521250;Großrückerswalde;1,502;804;698;1,491;11;41;70;358;913;259;654;1,243;80;;
14521260;Grünhain-Beierfeld, Stadt;2,434;1,270;1,164;2,426;8;66;99;539;2,824;657;2,167;1,777;174;;
14521270;Grünhainichen;1,468;758;710;1,441;27;38;63;322;1,295;430;864;1,038;87;;
14521280;Heidersdorf;352;186;166;349;3;21;16;83;227;75;152;277;25;;
14521290;Hohndorf;1,569;793;776;1,566;3;34;85;362;360;122;238;1,447;67;;
14521310;Jahnsdorf/Erzgeb.;2,218;1,113;1,105;2,183;35;56;85;614;1,640;350;1,289;1,868;160;;
14521320;Johanngeorgenstadt, Stadt;1,389;714;675;1,381;8;32;46;422;782;467;315;922;115;;
14521330;Jöhstadt, Stadt;1,110;603;507;*;*;45;57;299;701;267;434;843;56;;
14521340;Königswalde;920;484;436;914;6;37;54;194;373;103;270;817;49;;
14521355;Lauter-Bernsbach, Stadt;3,556;1,817;1,739;3,529;27;82;159;875;1,835;666;1,169;2,890;220;;
14521370;Lößnitz, Stadt;3,408;1,759;1,649;3,368;40;74;160;876;1,620;693;927;2,715;200;;
14521380;Lugau/Erzgeb., Stadt;3,245;1,688;1,557;3,222;23;59;145;789;1,573;487;1,086;2,758;182;;
14521390;Marienberg, Stadt;6,944;3,587;3,357;6,849;95;171;329;1,703;6,635;3,322;3,311;3,622;523;;
14521400;Mildenau;1,519;805;714;1,516;3;36;60;386;766;272;494;1,247;76;;
14521410;Neukirchen/Erzgeb.;2,715;1,352;1,363;2,674;41;58;83;678;2,467;431;2,035;2,284;213;;
14521420;Niederdorf;489;263;226;477;12;9;12;148;1,345;68;1,276;421;69;;
14521430;Niederwürschnitz;1,157;618;539;1,148;8;29;42;278;948;89;858;1,068;59;;
14521440;Oberwiesenthal, Kurort, Stadt;745;371;374;708;37;14;44;231;913;333;577;412;105;;
14521450;Oelsnitz/Erzgeb., Stadt;4,082;2,125;1,957;4,053;29;102;182;1,042;3,244;926;2,316;3,156;284;;
14521460;Olbernhau, Stadt;4,410;2,263;2,147;4,354;56;118;209;1,145;3,914;2,131;1,783;2,279;393;;
14521495;Pockau-Lengefeld, Stadt;2,952;1,529;1,423;2,934;18;84;135;730;2,038;916;1,122;2,036;230;;
14521500;Raschau-Markersbach;1,959;1,028;931;1,949;10;47;82;541;1,296;417;879;1,542;130;;
14521510;Scheibenberg, Stadt;898;468;430;*;*;24;56;194;860;223;636;675;71;;
14521520;Schlettau, Stadt;955;488;467;948;7;33;55;221;571;148;423;807;87;;
14521530;Schneeberg, Stadt;5,267;2,704;2,563;5,197;70;117;239;1,386;3,594;1,530;2,063;3,737;362;;
14521540;Schönheide;1,690;897;793;1,672;18;35;94;439;1,607;643;964;1,047;122;;
14521550;Schwarzenberg/Erzgeb., Stadt;6,403;3,347;3,056;6,303;100;160;342;1,628;7,251;2,526;4,721;3,877;543;;
14521560;Sehmatal;2,510;1,339;1,171;2,499;11;79;108;596;2,038;904;1,134;1,606;156;;
14521570;Seiffen/Erzgeb., Kurort;808;404;404;800;8;29;46;216;819;349;470;459;117;;
14521590;Stollberg/Erzgeb., Stadt;3,906;2,040;1,866;3,837;69;78;159;1,101;6,401;1,228;5,170;2,678;386;;
14521600;Stützengrün;1,314;659;655;1,307;7;28;64;361;1,302;375;923;939;108;;
14521610;Tannenberg;417;222;195;417;;19;15;107;118;35;83;382;25;;
14521620;Thalheim/Erzgeb., Stadt;2,449;1,272;1,177;2,416;32;47;117;622;1,085;391;694;2,058;174;;
14521630;Thermalbad Wiesenbad;1,339;705;634;1,332;7;49;67;309;846;212;634;1,127;86;;
14521640;Thum, Stadt;1,825;944;881;1,806;19;55;74;484;840;308;532;1,517;144;;
14521670;Wolkenstein, Stadt;1,598;825;773;1,583;15;43;82;385;1,597;379;1,217;1,219;109;;
14521690;Zschopau, Stadt;3,436;1,785;1,651;3,334;102;85;154;918;3,522;996;2,524;2,440;295;;
14521700;Zschorlau;2,096;1,087;1,009;2,088;8;40;96;535;836;317;519;1,779;113;;
14521710;Zwönitz, Stadt;5,028;2,580;2,448;4,993;35;135;226;1,212;3,809;1,654;2,155;3,374;326;;
;;;;;;;;;;;;;;;;
14521;Erzgebirgskreis;133,510;69,381;64,129;131,747;1,758;3,409;6,297;33,446;116,085;97,227;18,816;36,283;9,976;;
;;;;;;;;;;;;;;;;
14522010;Altmittweida;850;442;408;*;*;24;33;207;588;100;488;750;62;;
14522020;Augustusburg, Stadt;1,731;900;831;1,714;17;29;79;487;918;247;671;1,484;120;;
14522035;Bobritzsch-Hilbersdorf;2,619;1,351;1,268;2,606;13;57;103;628;1,295;399;896;2,220;133;;
14522050;Brand-Erbisdorf, Stadt;4,009;2,046;1,963;3,958;51;96;160;1,076;4,893;1,386;3,504;2,623;286;;
