Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;IDSubsegment;Subsegment;Technology;SizeClasse;EmConcept;KM;%OfSubsegment;%OfEmConcept;V;V_0%;V_100%;EFA;EFA_0%;EFA_100%;V_weighted;V_weighted_0%;V_weighted_100%;EFA_weighted;EFA_weighted_0%;EFA_weighted_100%;AmbientCondPattern;EFA_WTT;EFA_WTT_0%;EFA_WTT_100%;EFA_WTW;EFA_WTW_0%;EFA_WTW_100%
2020HotDetailed[4.1];pass. car;2020;REF D HB41;HC;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.026061252;;;12.48863316;;;0.022639077;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.303842545;;;41.66275787;;;0.19335942;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.064104721;;;41.66275787;;;0.19335942;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.509290218;;;12.48863316;;;0.3382034;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.136561707;;;12.48863316;;;0.3382034;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.083327942;;;41.66275787;;;0.299246997;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.547678351;;;41.66275787;;;0.299246997;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.145198941;;;12.48863316;;;0.548087835;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;1.011447191;;;12.48863316;;;0.548087835;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;51.5002327;;;41.66275787;;;50.59958649;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;50.56528854;;;41.66275787;;;50.59958649;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;95.44301605;;;12.48863316;;;91.26190948;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;FC;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;88.21623993;;;12.48863316;;;91.26190948;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;2.159054995;;;41.66275787;;;2.142549992;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;2.150820017;;;41.66275787;;;2.142549992;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;4.001277924;;;12.48863316;;;3.863288879;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;3.752322197;;;12.48863316;;;3.863288879;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.000817568;;;41.66275787;;;0.002823106;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.005152695;;;41.66275787;;;0.002823106;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.001601165;;;12.48863316;;;0.005200097;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.009370398;;;12.48863316;;;0.005200097;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;6.6993E+11;;;41.66275787;;;2.83881E+12;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;5.36194E+12;;;41.66275787;;;2.83881E+12;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;1.15943E+12;;;12.48863316;;;4.73836E+12;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;8.89827E+12;;;12.48863316;;;4.73836E+12;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;147.6410828;;;41.66275787;;;146.3571472;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;147.7874146;;;41.66275787;;;146.3571472;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;273.6164551;;;12.48863316;;;263.9105225;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO2(rep);Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;257.8300171;;;12.48863316;;;263.9105225;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;157.1634979;;;41.66275787;;;155.973587;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;157.6855774;;;41.66275787;;;155.973587;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;291.263916;;;12.48863316;;;281.2261963;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO2(total);Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;275.0983276;;;12.48863316;;;281.2261963;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.004166398;;;41.66275787;;;0.093356177;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.196444958;;;41.66275787;;;0.093356177;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.007259948;;;12.48863316;;;0.17424117;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NO2;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.367249608;;;12.48863316;;;0.17424117;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.001991919;;;41.66275787;;;0.005049523;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.008399764;;;41.66275787;;;0.005049523;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.004311748;;;12.48863316;;;0.009582363;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CH4;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.015270988;;;12.48863316;;;0.009582363;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.005576214;;;41.66275787;;;0.00542044;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.005275715;;;41.66275787;;;0.00542044;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.015056567;;;12.48863316;;;0.01305672;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NMHC;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.010790264;;;12.48863316;;;0.01305672;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0;;;41.66275787;;;0;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0;;;41.66275787;;;0;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0;;;12.48863316;;;0;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;Pb;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0;;;12.48863316;;;0;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.000744957;;;41.66275787;;;0.000757755;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.000809045;;;41.66275787;;;0.000757755;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.001380594;;;12.48863316;;;0.001363682;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;SO2;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.00141146;;;12.48863316;;;0.001363682;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.000572632;;;41.34796906;;;0.004822957;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.009729621;;;41.34796906;;;0.004822957;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.002509611;;;12.39430141;;;0.007768795;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;N2O;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.013830961;;;12.39430141;;;0.007768795;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.023043748;;;41.34796906;;;0.014256096;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.00406642;;;41.34796906;;;0.014256096;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.018215926;;;12.39430141;;;0.01076703;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;NH3;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.001738566;;;12.39430141;;;0.01076703;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.026000002;;;41.66275787;;;0.025999999;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.025999999;;;41.66275787;;;0.025999999;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.045000002;;;12.48863316;;;0.044999994;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM (non-exhaust);Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.044999994;;;12.48863316;;;0.044999994;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.000486649;;;41.66275787;;;0.000317855;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.00012509;;;41.66275787;;;0.000317855;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.001548078;;;12.48863316;;;0.000944885;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;Benzene;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.00024376;;;12.48863316;;;0.000944885;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.000817568;;;41.66275787;;;0.002823106;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.005152695;;;41.66275787;;;0.002823106;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.001601165;;;12.48863316;;;0.005200097;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM2.5;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.009370398;;;12.48863316;;;0.005200097;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.00012835;;;41.66275787;;;0.001651847;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.003420542;;;41.66275787;;;0.001651847;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.000255941;;;12.48863316;;;0.002941421;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;BC (exhaust);Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.006057865;;;12.48863316;;;0.002941421;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.014;;;41.66275787;;;0.014;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.013999999;;;41.66275787;;;0.014;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.015;;;12.48863316;;;0.015000002;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;PM2.5 (non-exhaust);Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.015;;;12.48863316;;;0.015000002;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;0.0014;;;41.66275787;;;0.0014;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;0.0014;;;41.66275787;;;0.0014;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;0.0015;;;12.48863316;;;0.0015;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;BC (non-exhaust);Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;0.0015;;;12.48863316;;;0.0015;;;ØGermany;;;;;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Local/50/Freeflow;0%;;;petrol (4S);average;average;;;0.512744725;41.6627655;;;147.861557;;;41.66275787;;;147.9206543;;;ØGermany;34.79136658;;;182.6529236;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Local/50/Freeflow;0%;;;diesel;average;average;;;0.462841421;41.66276169;;;150.8968353;;;41.66275787;;;147.9206543;;;ØGermany;35.47255707;;;186.3693848;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Local/50/St+Go;0%;;;petrol (4S);average;average;;;0.512744725;12.48871708;;;274.4720764;;;12.48863316;;;266.4651184;;;ØGermany;64.47724915;;;338.9493408;;
2020HotDetailed[4.1];pass. car;2020;REF D HB41;CO2e;Urban;URB/Local/50/St+Go;0%;;;diesel;average;average;;;0.462841421;12.4886198;;;262.3334045;;;12.48863316;;;266.4651184;;;ØGermany;61.88545227;;;324.2188721;;
